rank,song,artist,genre,year
44,Tak Ingin Usai,Keisya Levronka,Pop,2022.0
45,which way (feat. dystopia),FKA twigs,Electronic,2022.0
46,Dagen är nära,Johan Stengård,Contemporary Gospel,2022.0
47,Bezos Vs Hung Up,Pontech,Electronic,2022.0
48,Terminal Velocity - Act 2 (Remix),SEGA / Jun Senoue,Anime,2022.0
50,Doja (Radio Edit),Paris La Mont,R&B/Soul,2022.0
51,The Beast Is Out There (feat. Audrey Wasilewski),Over The Garden Wall & The Blasting Company,Soundtrack,2022.0
52,The Worms Crawl In (The Hearse Song),Creature Feature,Electronic,2022.0
53,Useless,Omar Apollo,Alternative,2022.0
54,Get Ready for This,CDM Project,Electronic,2022.0
55,Curiosity (feat. Redman) [Marley Marl Remix],Aaron Hall,Hip Hop/Rap,2022.0
57,Nightcrawler (Remix),DIPS & Lo-Wu,Hip Hop/Rap,2022.0
58,Feels Like Rain,Van Dyck Inc.,Blues,2022.0
60,Feels Like Rain (Radio Edit),Pascal Geiser,Blues,2022.0
61,The World Burns Around Us,Secession Studios & Greg Dombrowski,Instrumental,2022.0
62,The Black Bear / The Campbells Are Coming / Amazing Grace / The Rowan Tree / Cabar Feidh / Dumbarton's Drum / The Mason's Apron / Ghillie Callum / Castle Craig,Massed Pipes and Drums,World,2022.0
63,Australia (Remastered By Basswolf),Cusco & The Philharmonic Orchestra,Ambient,2022.0
64,Minnen vi Har,Jelzze,Hip Hop/Rap,2022.0
65,"Bang, Bang, Boom",The Unknown,Rock,2022.0
66,It's Time To Go,Boyd Jarvis,Electronic,2022.0
70,Mikrofonkåt (Punchy Remix),September,Dance,2022.0
73,Händerna Mot Himlen,Petra Marklund,Pop,2022.0
74,Om Du Lämnade Mig Nu,Lars Winnerbäck & Miss Li,Pop,2022.0
79,What Are Words,Chris Medina,Pop,2022.0
83,Vart Jag Än Går,Stiftelsen,Rock,2022.0
84,Popular,Eric Saade,Dance,2022.0
86,Don't You Worry Child (feat. John Martin) [Acoustic Version] [Bonus Track],Swedish House Mafia,Dance,2022.0
87,Utan Dina Andetag,Kent,Alternative,2022.0
89,Från och med du,Oskar Linnros,Pop,2022.0
90,Fairytale (Holter & Erixson Remix),Alexander Rybak,Pop,2022.0
92,Greyhound (Live),Swedish House Mafia,Dance,2022.0
94,Highway Man,Hoffmaestro,Pop,2022.0
95,Hallelujah,Jeff Buckley,Alternative,2022.0
96,Gubben i lådan (Instrumental),Daniel Adams-Ray,Pop,2022.0
97,Dansa Pausa,Panetoz,Hip Hop/Rap,2022.0
14,Perfect Symphony,Ed Sheeran & Andrea Bocelli,Classical Crossover,2022.0
23,Clown,Emeli Sandé,Pop,2022.0
24,I steh auf Bergbauernbuam,Melissa Naschenweng,German Pop,2022.0
28,you were there for me,Henry Moodie,Pop,2022.0
30,Catena,Kendji Girac & L'Avvinta,French Pop,2022.0
33,It'll Be Okay,Shawn Mendes,Pop,2022.0
36,Next to you,Joya Marleen,Pop,2022.0
38,I Want It That Way,Backstreet Boys,Pop,2022.0
40,Thunder,"Gabry Ponte, LUM!X & Prezioso",Dance,2022.0
44,Questions,Lost Frequencies & James Arthur,Dance,2022.0
45,Terra Corsa,"Corsu - Mezu Mezu, Patrick Fiori, Patrick Bruel, Florent Pagny & Jean-Charles Papi",French Pop,2022.0
48,Codo,Jim Mertens,German Pop,2022.0
51,Replay,Iyaz,Pop,2022.0
52,We Are the World,U.S.A. for Africa,Rock,2022.0
55,Das Feyr vo dr Sehnsucht (Lange Version),Francine Jordi & Jodlerklub Wiesenberg,German Folk,2022.0
56,I Will Always Love You,Whitney Houston,Pop,2022.0
57,Una Mattina,Ludovico Einaudi,Classical,2022.0
60,"Still Falling for You (From ""Bridget Jones's Baby"")",Ellie Goulding,Pop,2022.0
62,Maniac,Michael Sembello,Soundtrack,2022.0
64,Desert Rose,Sting,Rock,2022.0
66,Blurry Eyes,Michael Patrick Kelly,Pop,2022.0
67,Nightmare,Joya Marleen,Pop,2022.0
68,Fragile,Sting,Rock,2022.0
70,Overpass Graffiti,Ed Sheeran,Pop,2022.0
72,Patience,"Damian ""Jr. Gong"" Marley & Nas",Reggae,2022.0
73,It Was A Good Day,Ice Cube,Hip Hop/Rap,2022.0
74,(Everything I Do) I Do It for You,Bryan Adams,Rock,2022.0
75,Smalltown Boy,Bronski Beat,Pop,2022.0
76,Et Bam,Mentissa,French Pop,2022.0
80,I Gotta Feeling,Black Eyed Peas,Pop,2022.0
82,Waiting For Love,Marius Bear,Pop,2022.0
84,Main Titles (You've Been Called Back to Top Gun),"Lorne Balfe, Harold Faltermeyer, Lady Gaga & Hans Zimmer",Soundtrack,2022.0
85,Jedi Sekunde,Halunke,Pop,2022.0
91,Trop beau,Lomepal,Hip Hop/Rap,2022.0
93,Wrecked,Imagine Dragons,Alternative,2022.0
94,Anyone For You (Tiger Lily),George Ezra,Singer/Songwriter,2022.0
95,A Hard Day's Night,The Beatles,Rock,2022.0
96,Die ganze Nacht (Dance Mix),Melissa Naschenweng,German Pop,2022.0
1,Leave The Door Open,Silk Sonic,R&B,2021.0
3,Rumors,Lizzo,R&B,2021.0
4,Go Crazy,Chris Brown & Young Thug,R&B,2021.0
5,Roses,Saint Jhn,R&B,2021.0
7,You're Mines Still,Yung Bleu featuring Drake,R&B,2021.0
9,Heartbreak Anniversary,Giveon,R&B,2021.0
10,Mood,24Kgoldn featuring Iann Dior,R&B,2021.0
11,No Return,Polo G featuring The Kid Laroi,R&B,2021.0
12,You Right,Doja Cat & The Weeknd,R&B,2021.0
13,Good Days,SZA,R&B,2021.0
15,Streets,Doja Cat,R&B,2021.0
16,Rockstar,Dababy featuring Roddy Ricch,R&B,2021.0
17,Bad Morning,YoungBoy Never Broke Again,R&B,2021.0
18,Essence,Wizkid featuring Justin Bieber & Tems,R&B,2021.0
19,Track Star,Mooski,R&B,2021.0
20,On My Side,YoungBoy Never Broke Again,R&B,2021.0
21,Damage,H.E.R.,R&B,2021.0
22,Wild Side,Normani featuring Cardi B,R&B,2021.0
23,Up,Cardi B,R&B,2021.0
24,Save Your Tears,The Weeknd,R&B,2021.0
25,No Where,YoungBoy Never Broke Again,R&B,2021.0
26,Come Through,H.E.R. featuring Chris Brown,R&B,2021.0
27,Juggernaut,Tyler the Creator,R&B,2021.0
28,Pick Up Your Feelings,Jazmine Sullivan,R&B,2021.0
30,Latest Trends,A1 x J1,R&B,2021.0
31,Gyalis,Capella Grey,R&B,2021.0
32,Rapstar,Polo G,R&B,2021.0
33,Industry Baby,Lil Nas X & Jack Harlow,R&B,2021.0
34,Like I Want You,Giveon,R&B,2021.0
35,Woman,Doja Cat,R&B,2021.0
36,Throw It Away,Summer Walker,R&B,2021.0
37,Corso,Tyler the Creator,R&B,2021.0
38,Not Another Love Song,Ella Mai,R&B,2021.0
39,Body,Tion Wayne & Russ Millions,R&B,2021.0
40,What You Know Bout Love,Pop Smoke,R&B,2021.0
41,B.S.,Jhene Aiko featuring H.E.R.,R&B,2021.0
42,You Got It,VEDO,R&B,2021.0
43,Lemonhead,Tyler the Creator,R&B,2021.0
44,Skate,Silk Sonic ,R&B,2021.0
45,Wap,Cardi B featuring Megan Thee Stallion,R&B,2021.0
46,Calling My Phone,Lil Tjay & 6Lack,R&B,2021.0
47,Black Hearted,Polo G,R&B,2021.0
48,U 2 Luv,Ne-Yo & Jeremih,R&B,2021.0
49,Reciprocate,Summer Walker,R&B,2021.0
50,Wasting Time,Brent Faiyaz featuring Drake,R&B,2021.0
51,I Like Dat,T-Pain & Kehlani,R&B,2021.0
52,Have Mercy,Chloe,R&B,2021.0
53,Dead Man Walking,Brent Faiyaz,R&B,2021.0
54,Gravity,"Brent Faiyaz & DJ Dahi featuring Tyler, The Creator",R&B,2021.0
55,Hit Different,SZA featuring Ty Dolla $ign,R&B,2021.0
57,For The Night,Pop Smoke & Lil Baby & Dababy,R&B,2021.0
58,Hot Wind Blows,Tyler The Creator & Lil Wayne,R&B,2021.0
59,Best Friend,Saweetie featuring Doja Cat,R&B,2021.0
60,Unloyal,Summer Walker,R&B,2021.0
61, At My Worst,Pink Sweat$ featuring Kehlani,R&B,2021.0
62,Race My Mind,Drake,R&B,2021.0
63,Life Is Good,Future featuring Drake,R&B,2021.0
64,Life Support,YoungBoy Never Broke Again,R&B,2021.0
65,Can't Let It Show,Tank,R&B,2021.0
66,Bad Habits,Usher,R&B,2021.0
67,Deep End,Foushee,R&B,2021.0
68,Whoopty,Cj,R&B,2021.0
69,Girl Like Me,Jazmine Sullivan featuring H.E.R.,R&B,2021.0
70,Dior,Pop Smoke,R&B,2021.0
71,Outta Time,Bryson Tiller featuring Drake,R&B,2021.0
72,Constant Bullshit,Summer Walker,R&B,2021.0
73,Fountains,Drake featuring Tems,R&B,2021.0
74,Get Along Better,Drake featuring Ty Dolla $ign,R&B,2021.0
75,Stuck On You,Giveon,R&B,2021.0
76,Mood Swings,Pop Smoke featuring Lil Tjay,R&B,2021.0
77,You Don't Know Me,Summer Walker,R&B,2021.0
78, Still Your Best,Giveon,R&B,2021.0
79,What's On Your Mind,K Camp featuring Jacquees,R&B,2021.0
80,Insane,Summer Walker,R&B,2021.0
81,Fucking Fans,Drake,R&B,2021.0
82,All To Me,Giveon,R&B,2021.0
83,Circles,Post Malone,R&B,2021.0
84,For Tonight,Giveon,R&B,2021.0
85,Hold Me Down,YoungBoy Never Broke Again,R&B,2021.0
86,Clouded,Brent Faiyaz,R&B,2021.0
87,Painting Pictures,Polo G,R&B,2021.0
88,Been Like This,Doja Cat,R&B,2021.0
89,Lost You,Snoh Aalegra,R&B,2021.0
90,Circus,Summer Walker,R&B,2021.0
91,Ferrari Horses,D-Block Europe & Raye,R&B,2021.0
92,Pack Lite,Queen Naija,R&B,2021.0
93,On It,Jazmine Sullivan featuring Ari Lennox,R&B,2021.0
94,Lie To Me,Queen Naija featuring Lil Durk,R&B,2021.0
95,4th Baby Mama,Summer Walker,R&B,2021.0
96,Wants And Needs,Drake featuring Lil Baby,R&B,2021.0
97,Broken Promises,Summer Walker,R&B,2021.0
99,Nevada,YoungBoy Never Broke Again,R&B,2021.0
100,Beat Box,SpotemGottem featuring Pooh Shiesty Or DaBaby,R&B,2021.0
1,Forever After All,Luke Combs,Country,2021.0
3, Starting Over,Chris Stapleton,Country,2021.0
4,Glad You Exist,Dan + Shay,Country,2021.0
5,Things a Man Oughta Know,Lainey Wilson,Country,2021.0
6,I Hope,Gabby Barrett,Country,2021.0
7,Better Together,Luke Combs,Country,2021.0
8,Famous Friends,Chris Young + Kane Brown,Country,2021.0
9,The Good Ones,Gabby Barrett,Country,2021.0
10,Buy Dirt,Jordan Davis featuring Luke Bryan,Country,2021.0
11,Chasing After You,Ryan Hurd With Maren Morris,Country,2021.0
12,You Time,Scotty McCreery,Country,2021.0
13,I Was on a Boat That Day,Old Dominion,Country,2021.0
14,Lil Bit,Nelly & Florida Georgia Line,Country,2021.0
15,My Boy,Elvie Shane,Country,2021.0
16,One Too Many,Keith Urban Duet With P!nk,Country,2021.0
17,Freedom Was a Highway,Jimmie Allen,Country,2021.0
18,Settling Down,Miranda Lambert,Country,2021.0
19,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,Country,2021.0
20,What's Your Country Song,Thomas Rhett,Country,2021.0
21,Half of My Hometow,Kelsea Ballerini featuring Kenny Chesney,Country,2021.0
23,Single Saturday Night,Cole Swindell,Country,2021.0
24,Hell Of A View,Eric Church,Country,2021.0
25,Almost Maybes,Jordan Davis,Country,2021.0
26,Steal My Love,Dan + Shay,Country,2021.0
27,I Quit Drinking,Kelsea Ballerini & LANY,Country,2021.0
28,Gone,Dierks Bentley,Country,2021.0
29,Country Again,Thomas Rhett,Country,2021.0
30,Tequila Little Time,Jon Pardi,Country,2021.0
31,Knowing You,Kenny Chesney,Country,2021.0
32,If I Didn't Love You,Jason Aldean & Carrie Underwood,Country,2021.0
33,Whiskey And Rain,Michael Ray,Country,2021.0
34,Good Time,Niko Moon,Country,2021.0
35,Memory I Don't Mess With,Lee Brice,Country,2021.0
36,Next Girl ,Carly Pearce,Country,2021.0
37,Breaking Up Was Easy In The 90's,Sam Hunt,Country,2021.0
38,You Should Probably Leave,Chris Stapleton,Country,2021.0
40,Blame It On You,Jason Aldean,Country,2021.0
41,Drinkin' Beer. Talkin' God. Amen.,Chase Rice featuring Florida Georgia Line,Country,2021.0
42,Made for You,Jake Owen,Country,2021.0
43,Same Boat,Zac Brown Band,Country,2021.0
44,Good Things,Dan + Shay,Country,2021.0
45,We Didn't Have Much,Justin Moore,Country,2021.0
46,I'm Not for Everyone,Brothers Osborne,Country,2021.0
48,Just About Over You,Priscilla Block,Country,2021.0
49,Never Wanted to Be That Girl, Carly Pearce & Ashley McBryde,Country,2021.0
50,Minimum Wage,Blake Shelton,Country,2021.0
51,Nobody,Dylan Scott,Country,2021.0
52,Down To One,Luke Bryan,Country,2021.0
53,Like A Lady,Lady A,Country,2021.0
54,More Than My Hometown,Morgan Wallen,Country,2021.0
55,What He Didn't Do,Carly Pearce,Country,2021.0
56,Cold Beer Calling My Name,Jameson Rodgers featuring Luke Combs,Country,2021.0
57,Somebody Like That,Tenille Arts,Country,2021.0
58,Lady,Brett Young,Country,2021.0
59,Long Live,Florida Georgia Line,Country,2021.0
60,Cold As You,Luke Combs,Country,2021.0
61,Momma's House,Dustin Lynch,Country,2021.0
62,7 Summers,Morgan Wallen,Country,2021.0
63,Just The Way,Parmalee & Blanco Brown,Country,2021.0
64,Beers And Sunshine,Darius Rucker,Country,2021.0
65,Somebody's Problem,Morgan Wallen,Country,2021.0
66,Home Sweet,Russell Dickerson,Country,2021.0
67,"Wine, Beer, Whiskey",Little Big Town,Country,2021.0
68,To Be Loved By You,Parker McCollum,Country,2021.0
69,How They Remember You,Rascal Flatts,Country,2021.0
70,Undivided,Tim McGraw & Tyler Hubbard,Country,2021.0
71,One Mississippi,Kane Brown,Country,2021.0
72,Give Heaven Some Hell,HARDY,Country,2021.0
73,Worship You,Kane Brown,Country,2021.0
74,Hole in the Bottle,Kelsea Ballerini,Country,2021.0
75,Memory,Kane Brown & blackbear,Country,2021.0
76,Happy Does,Kenny Chesney,Country,2021.0
77,Happy Anywhere,Blake Shelton featuring Gwen Stefani,Country,2021.0
78,I Should Probably Go to Bed,Dan + Shay,Country,2021.0
79, Thinking 'Bout You,Dustin Lynch featuring MacKenzie Porter,Country,2021.0
81,Lady Like,Ingrid Andress,Country,2021.0
82,Still Goin Down,Morgan Wallen,Country,2021.0
83,Pretty Heart,Parker McCollum,Country,2021.0
84,All Night,Brothers Osborne,Country,2021.0
85,Love You Like I Used To,Russell Dickerson,Country,2021.0
86,"Big, Big Plans",Chris Lane,Country,2021.0
87,865,Morgan Wallen,Country,2021.0
89,Champagne Night,Lady A,Country,2021.0
90,Dangerous,Morgan Wallen,Country,2021.0
91,Love Story (Taylor's Version),Taylor Swift,Country,2021.0
92,Livin' The Dream,Morgan Wallen,Country,2021.0
93,Am I The Only One,Aaron Lewis,Country,2021.0
94,One Of Them Girls,Lee Brice,Country,2021.0
95,Mr. Perfectly Fine (Taylor's Version) (From The Vault),Taylor Swift,Country,2021.0
96,Dicked Down In Dallas,Trey Lewis,Country,2021.0
97,One Beer,HARDY featuring Lauren Alaina & Devin Dawson,Country,2021.0
98,Ain't Always The Cowboy,Jon Pardi,Country,2021.0
99,Take Me Home For Christmas,Dan + Shay,Country,2021.0
100,Bad Trick,"Ray Wylie Hubbard featuring Ringo Starr, Don Was, Joe Walsh & Chris Robinson",Country,2021.0
1,Waiting On A War,Foo Fighters,Rock & Roll,2021.0
2,Monsters,All Time Low featuring blackbear,Rock & Roll,2021.0
4,Follow You,Imagine Dragons,Rock & Roll,2021.0
6,Darkness Settles In,Five Finger Death Punch,Rock & Roll,2021.0
7,Without You,The Kid Laroi,Rock & Roll,2021.0
8, Making A Fire,Foo Fighters,Rock & Roll,2021.0
9,All My Favorite Songs,Weezer,Rock & Roll,2021.0
10,We Are Between,Modest Mouse,Rock & Roll,2021.0
11,Therefore I Am,Billie Eilish,Rock & Roll,2021.0
12,My Ex's Best Friend,Machine Gun Kelly featuring blackbear,Rock & Roll,2021.0
13,my ex’s best friend,Machine Gun Kelly featuring blackbear,Rock & Roll,2021.0
14,Better Without You,Evanescence,Rock & Roll,2021.0
15,Way Less Sad,AJR,Rock & Roll,2021.0
16,Beggin,Måneskin,Rock & Roll,2021.0
17,Serotonin,girl in red,Rock & Roll,2021.0
18,No Son of Mine,Foo Fighters,Rock & Roll,2021.0
19,Saturday,twenty one pilots,Rock & Roll,2021.0
20,Willow,Taylor Swift,Rock & Roll,2021.0
21,Missing Piece,Vance Joy,Rock & Roll,2021.0
22,Bang!,AJR,Rock & Roll,2021.0
23,The Bandit,Kings of Leon,Rock & Roll,2021.0
24,Shy Away,twenty one pilots,Rock & Roll,2021.0
25,A-O-K,Tai Verdes,Rock & Roll,2021.0
27,Find My Way,Paul McCartney,Rock & Roll,2021.0
29,Higher Power,Coldplay,Rock & Roll,2021.0
30,Happier Than Ever,Billie Eilish,Rock & Roll,2021.0
32,Your Power,Billie Eilish,Rock & Roll,2021.0
33,Brutal,Olivia Rodrigo,Rock & Roll,2021.0
34,Bed Head,Manchester Orchestra,Rock & Roll,2021.0
35,Sofia,Clairo,Rock & Roll,2021.0
36,Nowhere Generation,Rise Against,Rock & Roll,2021.0
37,Freaks,Surf Curse,Rock & Roll,2021.0
38,NDA,Billie Eilish,Rock & Roll,2021.0
39,estella//,KennyHoopla featuring Travis Barker,Rock & Roll,2021.0
40,Come & Go,Juice WRLD featuring Marshmello,Rock & Roll,2021.0
41,I Wanna Be Your Slave,Måneskin,Rock & Roll,2021.0
42,Hypotheticals,Lake Street Dive,Rock & Roll,2021.0
43,La Di Die,Nessa Barrett featuring jxdn,Rock & Roll,2021.0
44,t r a n s p a r e n t s o u l,Willow featuring Travis Barker,Rock & Roll,2021.0
45,Fire For You,Cannons,Rock & Roll,2021.0
46,Love Race,Machine Gun Kelly featuring Kellin Quinn,Rock & Roll,2021.0
48,Violent,carolesdaughter,Rock & Roll,2021.0
49,Solar Power,Lorde,Rock & Roll,2021.0
50,Once In A Lifetime,All Time Low,Rock & Roll,2021.0
51,transparentsoul,Willow featuring Travis Barker,Rock & Roll,2021.0
52,Colors,Black Pumas,Rock & Roll,2021.0
53,Papercuts,Machine Gun Kelly,Rock & Roll,2021.0
54,Let The Bad Times Roll,The Offspring,Rock & Roll,2021.0
55,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,Rock & Roll,2021.0
56,Cloud 9,Beach Bunny featuring Tegan and Sara,Rock & Roll,2021.0
57,Can You Handle My Love??,Walk The Moon,Rock & Roll,2021.0
58,Taking Me Back,Jack White,Rock & Roll,2021.0
59,Lost Cause,Billie Eilish,Rock & Roll,2021.0
60,Nobody's Stopping You Now,Lake Street Dive,Rock & Roll,2021.0
61,I Hope Ur Miserable Until Ur Dead,Nessa Barrett,Rock & Roll,2021.0
62,Down,St. Vincent,Rock & Roll,2021.0
63,Overwhelmed,Royal and The Serpent,Rock & Roll,2021.0
65,Stop Making This Hurt,Bleachers,Rock & Roll,2021.0
66,Shame Shame,Foo Fighters,Rock & Roll,2021.0
67,What You Say,Cold War Kids,Rock & Roll,2021.0
68,You,"benny blanco, Marshmello & Vance Joy",Rock & Roll,2021.0
69,Colorado,Milky Chance,Rock & Roll,2021.0
70,Time In Disguise,Kings of Leon,Rock & Roll,2021.0
72,Happy Endings,Mike Shinoda featuring iann dior & Upsahl,Rock & Roll,2021.0
73,The Sun Hasn't Left,Modest Mouse,Rock & Roll,2021.0
74,Bloody Valentine,Machine Gun Kelly,Rock & Roll,2021.0
75,Runaway,AURORA ,Rock & Roll,2021.0
76,Distorted Light Beam,Bastille,Rock & Roll,2021.0
77,Forget Me Too,Machine Gun Kelly & Halsey,Rock & Roll,2021.0
78,Bad Dream,Cannons,Rock & Roll,2021.0
79,Dreams,Fleetwood Mac,Rock & Roll,2021.0
80,Chaise Longue,Wet Leg,Rock & Roll,2021.0
81,I Don’t Wanna Talk (I Just Wanna Dance),Glass Animals,Rock & Roll,2021.0
82,Someone To You,Banners,Rock & Roll,2021.0
83,Dirty,grandson,Rock & Roll,2021.0
84,Paralyzed,Sueco,Rock & Roll,2021.0
85,Sticky,The Maine,Rock & Roll,2021.0
86,Fly Away,Tones And I,Rock & Roll,2021.0
87,Gold Rush,Taylor Swift,Rock & Roll,2021.0
88,1 Last Cigarette,The Band CAMINO,Rock & Roll,2021.0
89,Echoing,Kings of Leon,Rock & Roll,2021.0
90,Tis The Damn Season,Taylor Swift,Rock & Roll,2021.0
91,fake friend,"nothing,nowhere.",Rock & Roll,2021.0
92,Plastic Hearts,Miley Cyrus,Rock & Roll,2021.0
93,Record Player,Daisy The Great featuring AJR,Rock & Roll,2021.0
94,Tolerate It,Taylor Swift,Rock & Roll,2021.0
95,All About You,The Knocks featuring Foster The People,Rock & Roll,2021.0
96,Know That I Know,Lake Street Dive,Rock & Roll,2021.0
97,SugarCrash!,ElyOtto,Rock & Roll,2021.0
98,"I Am Not A Woman, I'm A God",Halsey,Rock & Roll,2021.0
99,Trouble’s Coming,Royal Blood,Rock & Roll,2021.0
100,Exile,Taylor Swift featuring Bon Iver,Rock & Roll,2021.0
