rank,song,artist,genre,year
1,Champion,Aural Fragment,Electronic,2022.0
2,Wonder,Twmmy,Pop,2022.0
4,The Holy War,Thin Lizzy,Hard Rock,2022.0
5,Poland,Lil Yachty,Hip Hop/Rap,2022.0
6,Thalassa (The Sea),Yannis Markopoulos,Pop,2022.0
7,Dancing In The Living Room,Jack Savoretti,Singer/Songwriter,2022.0
8,At the Banks of the River,Metal Voices,Disco,2022.0
9,Kokoriko,Giorgos Katsaros,Europe,2022.0
10,Stis Gramvousas t'akrotiri,Kostas Mountakis & Yannis Xylouris,World,2022.0
11,Physical Education,Animals As Leaders,Heavy Metal,2022.0
14,You Will Never Know,Imany,Pop,2022.0
15,Pio Psila,Vegas,Pop,2022.0
16,Alors on danse (Mowgli Remix),Stromae,Dance,2022.0
17,Je veux,ZAZ,French Pop,2022.0
18,Fila Me Akoma (Baciami Ancora),Panos Mouzourakis & Maraveyas,Pop,2022.0
20,In and Out of Love (feat. Sharon den Adel) [Radio Edit],Armin van Buuren,Dance,2022.0
22,I Can't Breathe,Twmmy,Pop,2022.0
24,To Kalokairi Mou,Michalis Hatzigiannis,Pop,2022.0
26,Last Summer,Nikos Ganos,Electronic,2022.0
27,Non Ti Scordar Mai Di Me,Giusy Ferreri,Pop,2022.0
28,Tainted Love,Kwan,Rock,2022.0
29,Mia Kokkini Grammi,Natasa Theodoridou,Pop,2022.0
31,Diamonds,Rihanna,Pop,2022.0
32,Shape of You,Ed Sheeran,Pop,2022.0
34,Love Me Again (Gemini Remix),John Newman,Pop,2022.0
35,I Follow Rivers,Lykke Li,Alternative,2022.0
36,Dernière danse,Indila,French Pop,2022.0
37,Empire State Of Mind (feat. Alicia Keys),JAY-Z,Hip Hop/Rap,2022.0
40,Sleepless,Until June,Rock,2022.0
42,All of Me,John Legend,R&B/Soul,2022.0
44,As Long As There Is You (PH2 Remix),Timi Yuro,Pop,2022.0
46,Despacito (Mandarin Version) [feat. JJ Lin],Luis Fonsi,Pop in Spanish,2022.0
47,Tik Tok (Fred Falke Club Remix),Kesha,Pop,2022.0
48,An Eisai Ena Asteri,Nikos Vertis,Pop,2022.0
49,Counting Stars,OneRepublic,Pop,2022.0
50,Mercy,Duffy,Pop,2022.0
51,Poker Face,Lady Gaga,Pop,2022.0
52,Cry Cry,Oceana,Pop,2022.0
54,Ocean Drive (Extended Mix),Duke Dumont,Electronic,2022.0
55,El Corazon,Arno Elias,Electronic,2022.0
56,+ Σε Θέλω,Sakis Rouvas,Pop,2022.0
57,Pumped Up Kicks,Foster the People,Alternative,2022.0
58,Baby It's Over,Helena Paparizou,Pop,2022.0
59,That's My Name,Akcent,Pop,2022.0
60,Just Hold Me,Maria Mena,Pop,2022.0
61,Stepping Stone,Duffy,Pop,2022.0
62,An Tha Borousa Ton Kosmo Na Allaza (Instrumental),Filippos Pliatsikas,World,2022.0
64,I Epimoni Sou,Eleonora Zouganeli & Kostas Livadas,Pop,2022.0
65,The Quest,Bryn Christopher,Hip Hop/Rap,2022.0
69,Addicted (Radio Edit),Serge Devant,Dance,2022.0
70,Heavy Cross,Gossip,Alternative,2022.0
71,How Deep Is Your Love,Calvin Harris & Disciples,Dance,2022.0
72,Kleista Ta Stomata,Antonis Remos,Pop,2022.0
73,Fairytale,Alexander Rybak,Pop,2022.0
74,Waves,Mr. Probz,Pop,2022.0
75,We No Speak Americano,Yolanda Be Cool & DCUP,Dance,2022.0
76,Sexy Bitch (feat. Akon) [Extended],David Guetta,Dance,2022.0
77,Beggin' (Pilooski Re-Edit),Frankie Valli & The Four Seasons,Alternative,2022.0
78,Poses Hiliades Kalokairia,Demy,Pop,2022.0
79,Where Have You Been,Rihanna,Pop,2022.0
82,Iparhi Zoi,Despina Vandi,World,2022.0
83,Right Round (feat. Ke$ha),Flo Rida,Hip Hop/Rap,2022.0
84,Locked Out of Heaven,Bruno Mars,Pop,2022.0
85,A Sky Full of Stars,Coldplay,Alternative,2022.0
1,"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh & Amitabh Bhattacharya",Bollywood,2022.0
2,Varaha Roopam Daiva Va Rishtam,B Ajaneesh Loknath & Sai Vignesh,Soundtrack,2022.0
3,Summer High,AP Dhillon,Pop,2022.0
4,Baller,Shubh,Punjabi Pop,2022.0
5,"Manike (From ""Thank God"")","Yohani, Jubin Nautiyal, Tanishk Bagchi, Surya Ragunnathan, Surya Ragunaathan, Chamath Sangeeth, Rashmi Virag, Dulan ARX & Mellow D",Bollywood,2022.0
6,Vikram (Title Track),Anirudh Ravichander,Tamil,2022.0
7,Akhiyaan,Mitraz,Pop,2022.0
8,The Flute of Srikrishna,Kaala Bhairava,Soundtrack,2022.0
9,Peaches,Diljit Dosanjh,Punjabi Pop,2022.0
10,Rolex SIR Theme (Rolex Vs Dilli) Vikram BGM,Livimusic,World,2022.0
11,"Kadhalikum Pennin (From ""Kadhalan"") [Instrumental Cover]",Gogul Ilango,Indian,2022.0
12,Lemonade,Diljit Dosanjh,Punjabi Pop,2022.0
13,"Deva Deva (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya & Jonita Gandhi",Bollywood,2022.0
14,Ram Siya Ram (feat. Sachet Tandon) [Lo-fi],DJ RJ Bhadrak,Ambient,2022.0
15,"Megham Karukatha (From ""Thiruchitrambalam"")",Dhanush & Anirudh Ravichander,Tamil,2022.0
16,"Galliyan Returns (From ""Ek Villain Returns"")",Ankit Tiwari,Bollywood,2022.0
17,Caviar,Diljit Dosanjh,Punjabi Pop,2022.0
19,I Ain’t Worried (Acoustic),OneRepublic,Pop,2022.0
20,Lokiverse (Background Score),Anirudh Ravichander,Tamil,2022.0
21,Rolex Theme (Background Score),Anirudh Ravichander,Tamil,2022.0
22,Mallipoo,A.R. Rahman & Madhushree,Tamil,2022.0
23,Singara Siriye,"B Ajaneesh Loknath, Vijay Prakash, Ananya Bhat & Nagraj Panar Valtur",Soundtrack,2022.0
24,Inthandham,S.P. Charan,Telugu,2022.0
25,Ponni Nadhi,"A.R. Rahman, A.R. Raihanah & Bamba Bakya",Tamil,2022.0
26,"Krishna Trance (From ""Karthikeya 2"")",Kaala Bhairava,Soundtrack,2022.0
27,Excuses,"AP Dhillon, Gurinder Gill & Intense",World,2022.0
28,Oh Sita Hey Rama,S.P. Charan & Ramya Behara,Telugu,2022.0
29,295,Sidhu Moose Wala,Indian Pop,2022.0
30,Jo Tenu Dhoop Lagya (Heer Ranjha),Rito Riba,Indian Pop,2022.0
31,Har Har Shambhu (Lo-fi Mix),Dj Viju,World,2022.0
32,Jo Tenu Dhoop Lagya Ve (Heer Ranjha),Rito Riba,Indian,2022.0
33,Raataan Lambiyan,"Tanishk Bagchi, Jubin Nautiyal & Asees Kaur",Bollywood,2022.0
34,Har Har Shambhu Shiv Mahadeva (feat. Abhilipsa Panda),Jeetu Sharma,Devotional & Spiritual,2022.0
35,"Veera Soora (From ""Naane Varuvean"")","Yuvanshankar Raja, Muthu Sirpi & Selva Raghavan",Tamil,2022.0
36,Ram Siya Ram,Sachet Tandon,Devotional & Spiritual,2022.0
39,Starboy (feat. Daft Punk),The Weeknd,R&B/Soul,2022.0
40,"Master the Blaster (From ""Master"")",Anirudh Ravichander & Bjorn Surrao,Tamil,2022.0
41,Believer,Imagine Dragons,Alternative,2022.0
42,The Last Ride,Sidhu Moose Wala,Indian Pop,2022.0
43,Syl,Sidhu Moose Wala,Indian Pop,2022.0
45,Aathma Raama,Brodha V,Tamil,2022.0
46,Krishna Trance,Kaala Bhairava,Soundtrack,2022.0
47,Sandhanam Theme (Background Score),Anirudh Ravichander,Tamil,2022.0
48,Wo Noor,AP Dhillon,Punjabi Pop,2022.0
49,Jo Tenu Dhup Lagiya Ve Resprise,Moshiur Bappy,R&B/Soul,2022.0
50,Dil Nu,AP Dhillon & Shinda Kahlon,Punjabi Pop,2022.0
51,Mayakkama Kalakkama (feat. Dhanush),Dhanush & Anirudh Ravichander,Tamil,2022.0
52,O'meri Laila,Atif Aslam & Jyotica Tangri,Bollywood,2022.0
53,Deva Deva (Film Version),"Pritam, Arijit Singh, Jonita Gandhi & Amitabh Bhattacharya",Bollywood,2022.0
54,Soulmates Unite (feat. Dhanush) [Instrumental],Anirudh Ravichander,Tamil,2022.0
55,Yaad,Jassa Dhillon,Punjabi Pop,2022.0
56,Hamari Adhuri Kahani (Title Track),Jeet Gannguli & Arijit Singh,Bollywood,2022.0
57,Kun Faya Kun,"A.R. Rahman, Javed Ali & Mohit Chauhan",Bollywood,2022.0
58,Manike Mage Hithe,"Chamath Sangeeth, Yohani & Satheeshan",Indian Pop,2022.0
59,New India,Shashwat Sachdev,Bollywood,2022.0
60,Once Upon a Time,Anirudh Ravichander,Tamil,2022.0
61,Photograph,Ed Sheeran,Pop,2022.0
62,Shiv Tandav Stotram,Shankar Mahadevan,Devotional & Spiritual,2022.0
64,Desires,AP Dhillon & Gurinder Gill,Punjabi Pop,2022.0
66,"Chogada (From ""Loveyatri"")","Darshan Raval, Asees Kaur & Lijo George-Dj Chetas",Bollywood,2022.0
67,No Love,Shubh,Punjabi Pop,2022.0
68,Mann Bharryaa 2.0,B. Praak,Bollywood,2022.0
69,Chola Chola,"Sathya Prakash, V.M. Mahalingam & Nakul Abhyankar",Tamil,2022.0
70,"Bande (From ""Vikram Vedha"")",Sivam & Manoj Muntashir,Bollywood,2022.0
71,Devaralan Aattam,A.R. Rahman & Yogisekar,Tamil,2022.0
73,Saath Ho Tera,"Amaal Mallik, Aastha Gill & Lisa Mishra",Indian Pop,2022.0
74,Tu AakeDekhle,King,Pop,2022.0
75,Ratchasa Maamaney,"Shreya Ghoshal, Palakad Sreeram & Mahesh Vinayakram",Tamil,2022.0
76,"Megham Karukatha (From ""Thiruchitrambalam"") [Instrumental Cover]",Gogul Ilango,Indian,2022.0
77,Sol,A.R. Rahman & Rakshita Suresh,Tamil,2022.0
78,Gayatri,Jano & Eleven,Trance,2022.0
79,"Chola Chola (From ""Ponniyin Selvan Part -1"")","A.R. Rahman, Sathya Prakash, V.M. Mahalingam, Nakul Abhyankar & Ilango Krishnan",Tamil,2022.0
80,OOPS,King,Indian Pop,2022.0
81,Gunehgar,DIVINE,Rap,2022.0
82,MIDDLE OF THE NIGHT,Elley Duhé,Pop,2022.0
83,Kesariya,"Pritam, Arijit Singh & Amitabh Bhattacharya",Bollywood,2022.0
84,Kaanunna Kalyanam,Anurag Kulkarni & Sinduri Vishal,Telugu,2022.0
85,Sidhu Moose Wala (MASHUP),Dr HoMiE,Hip Hop/Rap,2022.0
86,All Night (Live),AP Dhillon & Shinda Kahlon,Punjabi Pop,2022.0
87,Toxic,AP Dhillon & Intense,R&B/Soul,2022.0
88,Main Shiv Ka Shiv Mere,Hansraj Raghuwanshi,Singer/Songwriter,2022.0
90,Paris Ka Trip,"Yo Yo Honey Singh, Millind Gaba & Asli Gold",Indian Pop,2022.0
91,Calaboose,Sidhu Moose Wala,Indian Pop,2022.0
92,All 4 Nothing (I'm So In Love),Lauv,Pop,2022.0
93,Suzume (feat. Toaka),RADWIMPS,Rock,2022.0
94,Tumhi Dekho Naa (Sitar Lofi),Rishab Rikhiram Sharma & Shankar Ehsaan Loy,Instrumental,2022.0
95,Signed to God,Sidhu Moose Wala,Indian Pop,2022.0
96,İzmir Marşı,CVRTOON,World,2022.0
97,Lie,BTS,K-Pop,2022.0
99,Har Har Shambhu,Sakshi,Devotional & Spiritual,2022.0
100,"Singara Siriye (From ""Kantara"")","B Ajaneesh Loknath, Vijay Prakash, Ananya Bhat & Nagraj Panar Valtur",Soundtrack,2022.0
1,All For You,Cian Ducrot & Ella Henderson,Pop,2022.0
2,Street Lights,Korey Power,Pop,2022.0
4,Swan Upon Leda,Hozier,Alternative,2022.0
12,Somebody,Sam Ryder,Singer/Songwriter,2022.0
17,PSYCHO,Anne-Marie x Aitch,Pop,2022.0
18,Strange Powers,The Magnetic Fields,Alternative,2022.0
19,You Have What It Takes,a-ha,Pop,2022.0
20,"Brighton Beach (Live From The Troubadour, West Hollywood/2013)",Rod Stewart,Rock,2022.0
21,"Hot Dog! Dance Break 2019 (From ""Mickey Mouse Mixed-Up Adventures"")",They Might Be Giants,Children's Music,2022.0
22,Music's Door,Roy Taylor & Finbar Furey,Traditional Folk,2022.0
25,Would I Lie To You? (Album Edit),Charles & Eddie,Pop,2022.0
26,On a Real Good Night,"Country's Finest, Modern Country Club & Country Hit Superstars",Contemporary Country,2022.0
27,Little Things (Acoustic),Jada Facer & John Buckley,Pop,2022.0
28,"Lead On, Lead On",Logan and Isabel,Folk,2022.0
29,Canzoni et sonate: Sonata XIX a 15,Royal Academy of Music and Juilliard School Brass & Reinhold Friedrich,Classical,2022.0
30,Canzoni et sonate: Canzon III a 6,Royal Academy of Music and Juilliard School Brass & Reinhold Friedrich,Classical,2022.0
31,"Sonata XXI ""Con tre violini"", Ch. 214",Royal Academy of Music and Juilliard School Brass & Reinhold Friedrich,Classical,2022.0
32,"Canzon noni toni a 12, Ch. 183",Royal Academy of Music and Juilliard School Brass & Reinhold Friedrich,Classical,2022.0
33,Canzoni et sonate: Sonata XVIII a 14,Royal Academy of Music and Juilliard School Brass & Reinhold Friedrich,Classical,2022.0
34,"Sonata pian e forte a 8, Ch. 175",Royal Academy of Music and Juilliard School Brass & Reinhold Friedrich,Classical,2022.0
35,I'm Still Standing,Gareth Malone’s Great British Home Chorus,Classical Crossover,2022.0
36,Ordinary World,Gareth Malone’s Great British Home Chorus,Classical Crossover,2022.0
37,Stranger Things Main Theme - Epic Version (Epic Version),Alala,TV Soundtrack,2022.0
38,Photograph (Acoustic),Sarah,Easy Listening,2022.0
39,Canzon XXXIII per Otto Tromboni,London Brass & Philip Pickett,Classical,2022.0
40,Italy: Canzone a 4,Concentus Musicus Wien & Nikolaus Harnoncourt,Classical,2022.0
44,Ho Hey,The Lumineers,Pop,2022.0
48,Galway Girl (feat. Sharon Shannon),Mundy,Singer/Songwriter,2022.0
49,We Are Young,Fun.,Alternative,2022.0
50,Tiny Dancer,A Song for Lily-Mae,Vocal,2022.0
51,Beneath Your Beautiful (feat. Emeli Sande),Labrinth,Pop,2022.0
53,Horse Outside,The Rubberbandits,Hip Hop/Rap,2022.0
54,Thinking Out Loud,Ed Sheeran,Pop,2022.0
56,Roar,Katy Perry,Pop,2022.0
57,Jar of Hearts,Christina Perri,Pop,2022.0
58,Hall of Fame (feat. will.i.am),The Script,Pop,2022.0
62,Stay (feat. Mikky Ekko),Rihanna,Pop,2022.0
63,Run,Leona Lewis,Pop,2022.0
64,Hello,Adele,Pop,2022.0
65,I Follow Rivers (The Magician Remix),Lykke Li,Alternative,2022.0
66,Little Talks,Of Monsters and Men,Alternative,2022.0
68,Chasing Cars,Snow Patrol,Alternative,2022.0
70,Bad Romance (Starsmith Remix),Lady Gaga,Pop,2022.0
71,Do They Know It's Christmas? (2014),Band Aid 30,Pop,2022.0
73,Kids,MGMT,Alternative,2022.0
74,Moves Like Jagger (feat. Christina Aguilera) [Soul Seekerz Radio Edit],Maroon 5,Pop,2022.0
75,Paradise,Coldplay,Alternative,2022.0
76,What Makes You Beautiful,One Direction,Pop,2022.0
77,Don't You Worry Child (Radio Edit) [feat. John Martin],Swedish House Mafia,Dance,2022.0
78,Single Ladies (Put a Ring on It),Beyoncé,Pop,2022.0
79,Low (feat. T-Pain),Flo Rida,Hip Hop/Rap,2022.0
80,Pompeii (Kat Krazy Remix),Bastille,Alternative,2022.0
81,Rather Be (feat. Jess Glynne),Clean Bandit,Dance,2022.0
82,Sweet Disposition,The Temper Trap,Rock,2022.0
83,Get Lucky (feat. Pharrell Williams & Nile Rodgers),Daft Punk,Pop,2022.0
84,Wild Ones (feat. Sia),Flo Rida,Hip Hop/Rap,2022.0
85,Dance With Me Tonight,Olly Murs,Pop,2022.0
86,One Day Like This,Elbow,Alternative,2022.0
89,We Are Never Ever Getting Back Together,Taylor Swift,Country,2022.0
90,High Hopes,Kodaline,Alternative,2022.0
91,Somewhere Only We Know,Lily Allen,Pop,2022.0
92,I Knew You Were Trouble,Taylor Swift,Country,2022.0
2,Bellissima,Annalisa,Pop,2022.0
4,Ricordi,Pinguini Tattici Nucleari,Pop,2022.0
5,SNAP (Italian),Rosa Linn & Alfa,Indie Pop,2022.0
6,fluo,Sangiovanni,Pop,2022.0
9,La Vita Splendida,Tiziano Ferro,Pop,2022.0
10,Stella Di Mare,Cesare Cremonini & Lucio Dalla,Pop,2022.0
12,Attraverso Te (feat. La rappresentante di lista),Marco Mengoni,Pop,2022.0
15,Caos,"Fabri Fibra, Lazza & Madame",Hip Hop/Rap,2022.0
16,Extasi,Fred De Palma,Hip Hop/Rap,2022.0
17,Nostalgia,BLANCO,Hip Hop/Rap,2022.0
18,Ancora Una Volta,Marco Mengoni & Samuele Bersani,Pop,2022.0
20,Vieni nel mio cuore,Ultimo,Singer/Songwriter,2022.0
21,Easy,Baby K,Pop,2022.0
23,LA DOLCE VITA,"Fedez, Tananai & Mara Sattei",Pop,2022.0
24,Caramello,"Rocco Hunt, Elettra Lamborghini & Lola Índigo",Pop,2022.0
28,CORALINE,Måneskin,Rock,2022.0
29,Ferrari (Remix),"James Hype, Miggy Dela Rosa & Lazza",Dance,2022.0
32,Tell Me Why (Meduza Remix),Supermode,Dance,2022.0
34,Tutti I Miei Ricordi,Marco Mengoni,Pop,2022.0
35,occhi grandi grandi,Francesca Michielin,Pop,2022.0
37,Tropicana,Boomdabash & Annalisa,Pop,2022.0
38,SUPERMODEL,Måneskin,Pop,2022.0
39,Bolero (feat. MIKA),Baby K,Pop,2022.0
40,Palla Al Centro,Elisa & Jovanotti,Pop,2022.0
42,Chiedimi Come Sto (feat. Bresh),Marco Mengoni,Pop,2022.0
43,FINIMONDO,M¥SS KETA,Pop,2022.0
44,PARE (feat. Madame),Ghali,Hip Hop/Rap,2022.0
47,Sono,Eros Ramazzotti & Alejandro Sanz,Pop,2022.0
49,Mi Fiderò (feat. Madame),Marco Mengoni,Pop,2022.0
50,Luce,Marco Mengoni,Pop,2022.0
51,Perfect,Ed Sheeran,Pop,2022.0
52,A Te,Jovanotti,Pop,2022.0
53,MI FAI IMPAZZIRE,BLANCO & Sfera Ebbasta,Hip Hop/Rap,2022.0
54,Giovani Wannabe,Pinguini Tattici Nucleari,Pop,2022.0
55,Mi sei scoppiato dentro il cuore,Mina,Pop,2022.0
56,Party Rock Anthem (feat. Lauren Bennett & Goonrock),LMFAO,Pop,2022.0
57,Another Love (Zwette Edit),Tom Odell,Singer/Songwriter,2022.0
59,It's Like That,Run-DMC & Jason Nevins,Hip Hop/Rap,2022.0
60,Finché Non Mi Seppelliscono,BLANCO,Hip Hop/Rap,2022.0
62,Hace Calor (feat. Omar Varela) [Remix],"Kaleb Di Masi, Sfera Ebbasta & Rvfv",Latin,2022.0
63,Sharks,Imagine Dragons,Alternative,2022.0
64,PANICO,Lazza & Takagi & Ketra,Hip Hop/Rap,2022.0
67,!ly (feat. Coez),thasup,Hip Hop/Rap,2022.0
68,"Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap & Quevedo,Hip Hop/Rap,2022.0
70,Chiamami,Coma_Cose,Alternative,2022.0
71,We Own The Night,Sophie and the Giants,Pop,2022.0
75,Pump It Louder,Tiësto & Black Eyed Peas,Dance,2022.0
76,Una Canzone Triste,Marco Mengoni,Pop,2022.0
78,Human,Rag'n'Bone Man,Alternative,2022.0
80,Torna a casa,Måneskin,Rock,2022.0
81,Come nelle favole,Vasco Rossi,Rock,2022.0
84,Candy,Paolo Nutini,Pop,2022.0
85,ZITTI E BUONI,Måneskin,Hard Rock,2022.0
86,Piece Of Your Heart,Meduza & Goodboys,Dance,2022.0
87,Shakerando,Rhove,Hip Hop/Rap,2022.0
88,farfalle,Sangiovanni,Hip Hop/Rap,2022.0
89,Pastello Bianco,Pinguini Tattici Nucleari,Pop,2022.0
90,I love you baby,Jovanotti & sixpm,Pop,2022.0
91,Freed from Desire,Gala,Dance,2022.0
92,Tribale,Elodie,Pop,2022.0
93,Young and Beautiful,Lana Del Rey,Soundtrack,2022.0
94,5 Gocce (feat. Rkomi),Irama,Hip Hop/Rap,2022.0
95,Memories (feat. Kid Cudi),David Guetta & Kid Cudi,Dance,2022.0
96,BABY GODDAMN,Tananai,Pop,2022.0
97,HULA-HOOP,Carl Brave & Noemi,Indie Pop,2022.0
100,No Man No Cry,Jimmy Sax,Electronica,2022.0
4,"No Me Importa (feat. Lucía Mendez, Laura Zapata, Sylvia Pasquel & Lorena Herrera)",Siempre Reinas,Pop in Spanish,2022.0
6,La Bachata,Manuel Turizo,Latin Urban,2022.0
11,Me Porto Bonito,Bad Bunny & Chencho Corleone,Latin,2022.0
12,Tacones Rojos,Sebastián Yatra,Pop in Spanish,2022.0
13,Ojos Marrones (Remix),Lasso & Sebastián Yatra,Pop in Spanish,2022.0
14,Neverita,Bad Bunny,Latin,2022.0
17,Ojitos Lindos,Bad Bunny & Bomba Estéreo,Latin,2022.0
18,Mmmamy (feat. Yari Mejía & Deseos Fab),La Más Draga,Latin,2022.0
19,Calidad,Grupo Firme & Luis Mexía,Regional Mexicano,2022.0
20,Me Rendí,Eden Muñoz & Banda MS de Sergio Lizárraga,Regional Mexicano,2022.0
21,VISION,Dreamcatcher,K-Pop,2022.0
22,Yellow,Coldplay,Alternative,2022.0
23,Sign of the Times,Harry Styles,Pop,2022.0
25,Confieso,Kany García,Pop in Spanish,2022.0
26,Yonaguni,Bad Bunny,Latin Urban,2022.0
27,Blood Sweat & Tears,BTS,K-Pop,2022.0
29,Efecto,Bad Bunny,Latin,2022.0
31,Siempre Pendientes,Peso Pluma & Luis R Conriquez,Regional Mexicano,2022.0
32,Ojos Marrones,Lasso,Pop in Spanish,2022.0
33,JGL,La Adictiva & Luis R Conriquez,Regional Mexicano,2022.0
37,El Rescate,Grupo Marca Registrada & Junior H,Regional Mexicano,2022.0
38,Sick of U (feat. Oliver Tree),BoyWithUke,Alternative,2022.0
39,No Es Que Te Extrañe,Christina Aguilera,Pop in Spanish,2022.0
40,GATÚBELA,KAROL G & Maldy,Latin Urban,2022.0
41,Hold Me Closer (Joel Corry Remix),Elton John & Britney Spears,Dance,2022.0
42,Por Clave El 13,Betillo Guerrero,Latin,2022.0
43,Demons,Imagine Dragons,Alternative,2022.0
44,Fuiste Tú (feat. Gaby Moreno),Ricardo Arjona,Pop in Spanish,2022.0
46,In the End,LINKIN PARK,Hard Rock,2022.0
47,Bohemian Rhapsody,Queen,Rock,2022.0
49,"Another Brick In the Wall, Pt. 2",Pink Floyd,Rock,2022.0
50,Every Breath You Take,The Police,Rock,2022.0
51,Hasta Que Me Olvides,Luis Miguel,Latin,2022.0
52,To My Love (Tainy Remix),Bomba Estéreo,Pop in Spanish,2022.0
53,The Scientist,Coldplay,Alternative,2022.0
54,Amor a Primera Vista (feat. Horacio Palencia),"Los Ángeles Azules, Belinda & Lalo Ebratt",World,2022.0
55,Take On Me,a-ha,Pop,2022.0
56,Creep,Radiohead,Alternative,2022.0
57,Why'd You Only Call Me When You're High?,Arctic Monkeys,Alternative,2022.0
58,Du hast,Rammstein,Heavy Metal,2022.0
59,Creo en Mí,Natalia Jiménez,Pop in Spanish,2022.0
60,More Than a Feeling,Boston,Rock,2022.0
61,Amiga mía,Alejandro Sanz,Pop,2022.0
62,Everybody Wants to Rule the World,Tears for Fears,Pop,2022.0
63,Mon Amour (Remix),zzoilo & Aitana,Pop in Spanish,2022.0
64,Botella Tras Botella,Gera MX & Christian Nodal,Latin Urban,2022.0
65,Only Love Can Hurt Like This,Paloma Faith,Pop,2022.0
66,PROVENZA,KAROL G,Latin Urban,2022.0
67,Índigo,Camilo & Evaluna Montaner,Pop,2022.0
68,Te Felicito,Shakira & Rauw Alejandro,Pop in Spanish,2022.0
69,Easy On Me,Adele,Pop,2022.0
71,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,Pop,2022.0
72,Ya Supérame (En Vivo),Grupo Firme,Latin,2022.0
73,Sonne,Rammstein,Heavy Metal,2022.0
74,Please Don't Go,KC and The Sunshine Band,Dance,2022.0
75,Mucho Corazón,Luis Miguel,Pop in Spanish,2022.0
76,CASE 143,Stray Kids,K-Pop,2022.0
77,Desnuda,Ricardo Arjona,Pop in Spanish,2022.0
78,Ya No Somos Ni Seremos,Christian Nodal,Regional Mexicano,2022.0
79,XT4S1S,Danna Paola,Pop in Spanish,2022.0
80,BIZCOCHITO,ROSALÍA,Pop in Spanish,2022.0
81,Se Me Olvidó,Christian Nodal,Regional Mexicano,2022.0
83,No Se Va,Morat,Pop,2022.0
85,Como Tú y Yo,Chayanne,Pop in Spanish,2022.0
86,¿A Dónde Vamos A Parar?,Marco Antonio Solís,Regional Mexicano,2022.0
87,Moscow Mule,Bad Bunny,Latin,2022.0
89,Se Fue La Pantera (En Vivo),Grupo Firme & Grupo Recluta,Latin,2022.0
90,Junio,Maluma,Latin Urban,2022.0
91,Glimpse of Us,Joji,Pop,2022.0
92,Hablando Claro (En Vivo),Grupo Firme & Grupo Recluta,Latin,2022.0
93,Vámonos a Marte,Kevin Kaarl,Folk,2022.0
94,La Siguiente,Kany García & Christian Nodal,Pop in Spanish,2022.0
95,El Belicon,Peso Pluma & Raul Vega,Regional Mexicano,2022.0
97,Desesperados,Rauw Alejandro & Chencho Corleone,Latin Urban,2022.0
98,El Viaje,Conchita,Pop,2022.0
99,Una Noche en Medellín,Cris Mj,Latin,2022.0
100,No Es por Acá,Carin Leon,Latin,2022.0
1,Diamant,Mart Hoogkamer,Pop,2022.0
2,Ik Ben Zat en Wie Ben Jij,Helemaal Hollands,Pop,2022.0
3,Zigge Zagge,René Le Blanc,Pop,2022.0
4,Toch Ging Het Fout,Henk Bernard,Pop,2022.0
5,Grijs,Jaap Reesema & Beste Zangers,Pop,2022.0
6,We Dansen Op De Mambo,Django Wagner,Pop,2022.0
7,Schatje Wacht,Gino Graus,Pop,2022.0
8,Gina,Robert Pater,Pop,2022.0
9,Jij Bent De Zon (feat. JOP),Havenzangers,Pop,2022.0
12,Was! (feat. Kinoh & TAVV),"Sleazy Stereo, Afro Bros & Poke",Hip Hop/Rap,2022.0
13,Ga Dan (Remix),Wesley Klein,Pop,2022.0
14,Zigeunerjongen,Jeroen Van Zelst,Pop,2022.0
15,Multicolor,Son Mieux,Pop,2022.0
17,Ik Kan Je Niet Vergeten,Pascal Redeker,Pop,2022.0
18,Adrenaline,"Kris Kross Amsterdam, Ronnie Flex & Zoë Tauran",Pop,2022.0
19,Laat Ons Samen Proosten,Marco de Hollander,Pop,2022.0
20,Het Leven Is Een Kermis,Marco Kanters,Pop,2022.0
23,Gi-Ga-Groen,Kinderen Voor Kinderen,Pop,2022.0
24,Peru,Fireboy DML & Ed Sheeran,Pop,2022.0
25,Je Denkt Alleen Maar Aan Jezelf,Jeffrey Heesen & Brace,Pop,2022.0
26,Perfume,Sophia,Singer/Songwriter,2022.0
29,Eén Groot Feest,KidsPop,Children's Music,2022.0
30,Ons Moeder Zeej Nog,Jan Biggel,World,2022.0
32,Automatisch,FLEMMING,Singer/Songwriter,2022.0
34,Love Myself,RONDÉ,Pop,2022.0
35,Klop Klop,Antoon,Pop,2022.0
39,Les feuilles mortes,Yves Montand,French Pop,2022.0
40,Bright Eyes,RONDÉ,Pop,2022.0
41,Alle Kamers,Monique Smit,Pop,2022.0
43,Bitter Sweet Symphony,The Verve,Pop,2022.0
45,Blinding Lights,The Weeknd,R&B/Soul,2022.0
46,Do It To It (feat. Cherish),Acraze,Dance,2022.0
47,Amsterdam,FLEMMING,Pop,2022.0
48,Viva Cerveza,Ferry De Lits,Pop,2022.0
49,Door De Wind,Miss Montreal,Pop,2022.0
50,New Tattoo,Brian Dunne,Pop,2022.0
