track_id,artist,track_name,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
77VtotY5X2jt4SKVbNBZ0d,Dexcell,Freefall,0.662,0.787,9,-3.735,0,0.0773,0.752,0.0925,0.147,173.969,290345,4
5YlCSaUFD4rRyB0eVOHw26,Bert H,Aadwark,0.661,0.87,7,-5.845,1,0.0451,0.576,0.145,0.255,87.014,303197,4
0trKnYX92G7mb2k8S1Sxgg,Muffler,Heavy Heart,0.435,0.968,7,-4.264,0,0.031,0.947,0.0719,0.0963,175.031,283937,4
20kLLKfqu075ZnxxrpK9St,Flite,Fairy,0.642,0.961,0,-2.196,1,0.034,0.8,0.181,0.525,87.006,183197,4
7LTUOXXs3REXnW0o5zn5Mq,Bert H,Outflow,0.574,0.855,4,-6.686,0,0.0506,0.924,0.236,0.166,173.991,320772,4
4IIGFe0nYUSphQE7lMdCfz,Bert H,Old Days Were Better,0.65,0.858,4,-6.7,0,0.053,0.905,0.176,0.668,174.107,315136,4
59OZiGqFfWmry6o9pTx8i8,Fox Stevenson,Bruises,0.45,0.856,11,-3.081,1,0.0734,1.21e-05,0.604,0.361,174.096,220733,4
6wS2SpK8DRpbebxyTTvTaP,Itro,Tender,0.452,0.91,9,-4.416,1,0.0392,0.212,0.131,0.08,174.016,210639,4
4hMNozq6Szg8f3yBqYPJ4M,The Outsiders,With Me,0.458,0.797,6,-4.15,0,0.0429,0.928,0.219,0.0333,173.989,260690,4
4pqrqiABVAL7Ab6BzpBoDj,The Outsiders,On Your Own,0.405,0.894,5,-4.722,0,0.0516,0.906,0.128,0.0323,171.98,256744,4
5mk5IUHKpdL0MBr6IY69hV,MUZZ,Worth The Lie,0.403,0.939,1,-1.673,1,0.21,0.00545,0.275,0.0747,175.128,309950,4
2wQgvxS6lTE7vBy9JyKqyH,The Outsiders,With Me - Pyvot Remix,0.472,0.777,6,-4.908,0,0.0333,0.948,0.104,0.0333,86.995,228276,4
4RRU6eTNJvr1AAW884GUVk,Liquicity,Vagrant - Smooth Remix,0.62,0.869,10,-4.018,0,0.171,0.0011,0.122,0.812,175.052,274486,4
0m5mx0UohiTZ9EZP9jbUhq,Liquicity,Cold Green Eyes - Blue Marble VIP,0.352,0.837,2,-4.571,1,0.031,0.37,0.197,0.0484,174.01,248308,4
5ZP3tvQYzKGcwJmiWOKXvy,Liquicity,Someone - Monrroe Remix,0.541,0.913,8,-5.631,1,0.119,0.812,0.112,0.0388,173.976,309166,4
0EleflrfIYRxY0LVhn5gZU,Liquicity,Lose Control - Technimatic Remix,0.434,0.94,5,-3.772,0,0.0378,0.93,0.107,0.0765,174.993,301914,4
2guxWFYI6yLeyoqS8XEhPk,Liquicity,Walk Her Way - Madface Remix,0.434,0.826,10,-4.904,0,0.0328,0.00185,0.105,0.671,173.963,253993,4
1clLnc90WXEhDam7V12Iqw,Liquicity,Flight Path - Aperio & Low:r Remix,0.472,0.945,11,-3.137,0,0.0442,0.835,0.226,0.0361,174.038,314644,4
5BTzkmoEz9FvP2A45AzyQK,Humanature,Searching,0.7,0.707,0,-5.493,1,0.0647,0.923,0.0846,0.0744,175.026,318371,4
2trapwNhYySrP4XLNaBGT6,Liquicity,Escape With The Clouds - V.I.P,0.346,0.986,3,-1.364,1,0.0827,0.866,0.32,0.0375,88.984,327150,4
5D7pD5fOlgvT9U9VmGVzEm,Liquicity,Colours,0.37,0.925,7,-3.935,0,0.0436,0.000302,0.142,0.119,174.998,273829,4
1LBxrVY3iBHUsG2qNdcNI6,Liquicity,Penguin Calls,0.496,0.873,2,-3.544,0,0.0745,0.686,0.396,0.27,174.046,297809,4
4E98yElLchvynnfZQ69hfg,Various Artists,Be Still - Makoto Remix,0.383,0.926,9,-5.454,0,0.0364,0.916,0.142,0.263,174.09,367053,4
78KdEG5vyHp5gC4f17EozM,Various Artists,Odyssey - Silence Groove Remix,0.42,0.937,4,-5.324,0,0.0537,0.884,0.0788,0.0367,173.978,370754,4
7FuOJwoa9XIwuJkLR8UNEN,Various Artists,Whisper To Me - Telomic Remix,0.53,0.904,11,-5.842,0,0.0484,0.545,0.161,0.219,171.934,340557,4
0vqwXiMQbWSWNzE0UVR4gj,Various Artists,Lost On My Own - Flite Remix,0.46,0.821,6,-2.357,0,0.0651,0.641,0.0964,0.0397,174.027,276062,4
02NqmmAvb0dcBTAsHNM7QE,Liquicity,Sunrise - Bcee Remix,0.536,0.944,7,-4.582,1,0.0454,0.448,0.0479,0.761,174.015,291335,4
67PViHewN1bqGK5pzMR0T9,Liquicity,Open Your Eyes - NCT Remix,0.429,0.746,5,-5.844,0,0.0478,0.00768,0.106,0.488,174.002,245717,4
3JepjMrYkQcsEEI8JZWRt8,Liquicity,Good Luv - T & Sugah Remix,0.446,0.953,10,-4.19,0,0.0927,0.0369,0.184,0.267,173.977,253993,4
4JNReZP4npX6YoGG1NZKgH,Liquicity,Miles Apart - Fox Stevenson Remix,0.46,0.907,8,-2.75,1,0.0541,0.0793,0.0867,0.44,173.96,201838,4
3OfTUInqLligSNuiqUQtnE,Liquicity,Demons - Lexurus Remix,0.367,0.893,8,-4.997,0,0.0339,0.188,0.137,0.169,174.073,274575,4
0jWPm482xs7mfrErKk5z9w,Liquicity,Help Me - Edlan Remix,0.511,0.896,1,-4.199,1,0.0524,0.61,0.0889,0.0369,174.02,248774,4
3U8u8fTxSyhigXkx3UdbYc,Liquicity,Stood In The Dark - Andromedik Remix,0.424,0.947,9,-3.473,0,0.0545,0.00339,0.385,0.0893,173.982,295372,4
2BIsxQDZthganbYVhTAxqC,Various Artists,The Temple - Matrix & Futurebound Remix,0.44,0.957,4,-3.131,0,0.072,0.316,0.308,0.336,173.953,256558,4
1ksurN1ARNOy7Z0TwqItsx,Various Artists,Take You Down - Maduk Remix,0.517,0.933,5,-4.007,1,0.0469,0.000309,0.254,0.0528,174.072,236885,4
7L7XBOnAHFTPHAqa30Ah28,Various Artists,Sanity - Fliwo Remix,0.389,0.989,7,-3.145,0,0.101,0.0124,0.217,0.264,174.064,229776,4
2d0YvlN6w2i06ZYGv5dsr9,Various Artists,Home - Keeno Remix,0.463,0.882,5,-5.12,0,0.0528,0.405,0.11,0.0383,174.023,356560,4
5iEe6bgBoroqqn1D5J8MmV,Various Artists,Long Summer - ShockOne Remix,0.445,0.842,2,-4.783,1,0.0458,0.0853,0.0592,0.115,175.045,344336,4
4w5KCU6ktSQTZJtDbOFj9C,Various Artists,Dreamcatcher - Dualistic Remix,0.449,0.922,8,-3.93,1,0.0395,0.393,0.174,0.244,173.991,265458,4
0jhj7HMgr1xYYhMaweKISA,Various Artists,Don't Wait For Me - GLXY Remix,0.427,0.851,8,-3.835,0,0.039,0.877,0.122,0.0974,174.03,320200,4
3FA9g1rabwenvZiYmKSnOd,Various Artists,Made Me Feel - Champion Remix,0.492,0.861,0,-5.438,1,0.0412,0.00236,0.126,0.276,173.988,253716,4
17SFVG5gLkNDmjli5EItAD,Various Artists,Don't Let Go - Polygon Remix,0.349,0.921,9,-5.098,1,0.039,0.526,0.284,0.0373,173.955,344047,4
0BzvfNEFY9D7ruOLLx4XHh,Various Artists,We Let Em Go - Ekko & Sidetrack Remix,0.378,0.955,8,-3.808,1,0.0727,0.224,0.202,0.13,173.991,273303,4
0FNGkQW3sWuOioQH8nUIos,Various Artists,Open Your Eyes - L Plus Remix,0.5,0.979,10,-2.563,0,0.0684,0.0147,0.247,0.384,174.021,275862,4
0rD1A6bSR0tCITclB3bmxw,Polygon,Feel This Good,0.434,0.901,5,-3.594,0,0.0315,0.0173,0.101,0.173,173.874,316522,4
7eIHyaqwKZxbL5MmBDvGeh,Polygon,Contradiction,0.643,0.857,1,-2.476,1,0.0553,0.694,0.337,0.103,86.929,237241,4
56dT0YGhoIOcHXlLkCIrjH,Polygon,High,0.546,0.882,5,-4.61,1,0.0437,0.0099,0.15,0.0368,174.02,207097,4
3z7Falo7M5BktVTViBaHbd,Polygon,Unspoken,0.461,0.739,2,-5.628,0,0.0367,0.00198,0.45,0.0395,174.017,212414,4
7kRCnkK3efum0hjYHjP988,Hiraeth,Seasons Change,0.483,0.904,11,-3.67,0,0.041,0.892,0.083,0.234,173.997,287097,4
09BvPaEs18lxHuY5VBJFgk,Hiraeth,Stay,0.559,0.967,9,-2.233,0,0.0567,0.909,0.259,0.129,173.977,313707,4
1jBcJCBOn8sHBTw2Qk9Jsk,NCT,Astrophysical,0.486,0.771,6,-3.033,1,0.0644,1.77e-05,0.122,0.512,173.962,221500,4
4ruVlyPVVwzH1z5E72A4Ry,Andromedik,First To Go,0.6,0.961,7,-3.556,0,0.0706,0.000169,0.0805,0.135,173.946,277193,4
10UywSzkb1AeCDme3V6jlF,Various Artists,Hidden Love - Hiraeth x Sektor & Subsequent Remix,0.45,0.979,5,-4.784,0,0.0398,0.918,0.182,0.148,173.984,293046,4
1guNLMka9sgMfhmMUCQJb4,Nelver,Heatwave,0.493,0.897,5,-4.327,0,0.0511,0.933,0.0939,0.145,174.976,381494,4
5dFbZDu5NojxLxtWy5I0e0,Maduk,Everytime,0.497,0.89,7,-3.514,0,0.0356,0.000139,0.0951,0.225,174.974,227614,4
6KZXPTx6yXw6uQQ0d4fcvI,Invermere,Come Fly Away,0.432,0.923,2,-4.014,1,0.0377,0.0534,0.217,0.155,174.01,247097,4
6Ra5C1KmKpqk5D062PUwby,Nelver,Imagination,0.554,0.951,6,-4.217,0,0.0471,0.935,0.0427,0.11,174.999,313845,4
2dr84zjs4ScVjDozSl4592,Nelver,What It Is,0.587,0.83,5,-4.245,1,0.0443,0.53,0.119,0.4,173.985,317155,4
5luxB5hJth3zXLNNHl2KJZ,Smote,Summertime - VIP,0.64,0.728,2,-4.71,1,0.083,0.765,0.0891,0.173,174.034,384255,4
6nGWgxbKjV0vZThq18tDtA,The Outsiders,All Night Long,0.604,0.709,9,-1.94,0,0.0449,0.362,0.107,0.0723,172.01,252565,4
0udIZ5gNmUHGrzaadmP4Wm,Fox Stevenson,Dreamland,0.413,0.879,11,-4.934,1,0.0747,0,0.384,0.59,167.94,241159,4
55fdZfU7PwSSYSGbU6UVke,The Outsiders,To Belong,0.503,0.905,8,-5.856,1,0.0522,0.846,0.116,0.1,173.921,344293,4
3QLT1k8X0xFd29dz2X6r3A,Boxplot,Voicemail Poems,0.357,0.868,11,-3.779,1,0.108,0.581,0.153,0.0343,175.973,350510,4
0wPLbWKw3pyzaLf1i9yq1X,The Outsiders,Burning,0.399,0.82,9,-3.857,0,0.0496,0.202,0.101,0.144,172.029,341613,4
3F7fvCqnP7DyPIxYvGycb8,Boxplot,Polaroids Of You,0.517,0.952,5,-2.484,1,0.042,0.804,0.267,0.143,174.034,343670,4
1Pn8GToNNzAUyswBmWkBGf,Boxplot,We Lose It All (ft. Voicians),0.402,0.923,6,-1.295,1,0.0502,0.0248,0.313,0.562,178.188,325780,4
0FFZeHdXWLzdlTjqQ8VcB5,Boxplot,Cult Of A Broken Man,0.422,0.953,6,-1.775,1,0.144,0.892,0.0941,0.0542,174.023,320410,4
3dYB2nRtxxLobsgWUcXOyJ,Low5,Left Here In The Shadow,0.462,0.826,0,-5.495,1,0.0374,0.215,0.168,0.257,173.977,303541,4
1Fwob4jT9kS79WdCn4pASS,Andromedik,I Want You,0.71,0.818,0,-4.933,1,0.0896,0.0586,0.659,0.428,87.044,222269,4
00YpEQ74CxEjYzC8g5IldQ,Andromedik,Won't Let Go,0.356,0.958,11,-3.76,0,0.0752,0.00236,0.121,0.0664,174.068,262269,4
5SHVGJ1lIMGRNPCbZLdFGw,Maduk,Still In Love,0.424,0.954,7,-4.598,0,0.0437,0.214,0.0733,0.387,173.982,252083,4
73WKUbd16PxQJJFJ2WSeLb,Silence Groove,Moon That Never Sets,0.546,0.852,7,-5.293,1,0.0506,0.919,0.0641,0.0909,174.018,365708,4
2MIXE7VHGkicxlCDNuWC0H,Flite,Calm Before The Storm,0.51,0.967,8,-0.906,0,0.127,0.315,0.138,0.126,174.043,340629,4
5sBogbf38h8JatEmM0HGP7,Voicians,Disconnected,0.369,0.977,7,-0.839,0,0.0351,0.866,0.233,0.371,174.939,270980,4
5ZPnrdEPT1Y2ttQdV44xAd,Itro,Let You Go,0.441,0.817,5,-4.954,1,0.044,0.000744,0.144,0.187,173.977,205886,4
0X9JtSp7JDTfFE65lCbIxX,Flite,Decisions,0.492,0.973,5,-1.19,1,0.0571,0.0167,0.391,0.14,174.03,327086,4
3Q2R9j6xZfPOxre6vvFurZ,Flite,Skywalker,0.606,0.863,11,-2.801,0,0.107,0.416,0.0805,0.78,175.024,244114,4
5DeQokk84S75WuTcT5NWZO,Flite,Break The Loop,0.284,0.978,5,-0.619,0,0.105,0.837,0.377,0.472,174.053,293743,4
1oxLvG2LhyDKa9hSPCYQd1,Flite,Kairos,0.456,0.88,5,-2.057,1,0.0331,0.899,0.144,0.0451,174.99,358629,4
65Ug1U9PK5Eqm5fzmJcXaZ,Hybrid Minds,Meant to Be,0.491,0.76,1,-4.009,1,0.0409,0.491,0.121,0.0334,87.481,307200,4
7yahqANoaeBiBRlMZQacCN,Au/Ra,Panic Room - Culture Shock Remix,0.443,0.97,5,-1.591,0,0.0469,0.016,0.121,0.161,173.85,286726,4
5HQTZbMOzO7LWmopuf4hVm,Feint,Words,0.5,0.871,0,-3.924,1,0.0553,0.114,0.327,0.357,87.509,276000,4
5pMHruc8MOFAhK6ILZAUpo,Telomic,Alone (ft. Notelle),0.505,0.724,7,-5.118,0,0.0497,0.664,0.267,0.0439,174.02,294789,4
69DUMRq8f2GBnpun9BZuOK,Telomic,No Resistance,0.743,0.73,11,-5.78,0,0.0893,0.109,0.0733,0.166,174.016,268830,4
74LtFXVzkkh69fLOWAmgib,T & Sugah,Descenders,0.363,0.986,8,-4.754,0,0.0676,0.864,0.326,0.668,174.017,226993,4
7ECtM7V5Yp5AmC61Abzsx3,Lexurus,Make Me,0.343,0.905,5,-3.724,0,0.0382,0.875,0.0792,0.0683,173.969,301487,4
2DOsq2dfLJ6p2dTcSZYNda,Koven,Love Wins Again,0.372,0.902,7,-2.188,0,0.0761,0.0508,0.0992,0.0552,173.929,224138,4
3eZPV4hxALhWeC6zfCjN8U,Galacy,Stay Alive,0.499,0.801,9,-4.491,0,0.0564,0.675,0.0839,0.0615,87.027,382494,4
6LmNEPZWhYAyz9jZHaW3sj,Maduk,Go,0.457,0.926,7,-3.259,0,0.0403,0.000167,0.243,0.15,174.032,247135,4
3lpxSnyJPpLD6sceE53Tga,Galacy,Weakness,0.445,0.933,9,-4.15,0,0.133,0.589,0.057,0.0368,174.043,309310,4
7CXq4cSczLNBq2Ib98GsSo,Galacy,Dubcatcher,0.392,0.875,7,-7.239,0,0.129,0.568,0.0725,0.0377,173.921,273238,4
54axP6reiZftGat2XHMQBG,Galacy,Among Themselves,0.528,0.908,9,-5.532,0,0.0517,0.88,0.107,0.04,174.001,330444,4
37VKX2cOZB0BWgBCnaOocM,Galacy,Time Will Tell,0.524,0.902,10,-4.031,0,0.0638,0.00624,0.0532,0.144,174.035,381988,4
0n3UFoVyIy5ude3HA5HsPX,Various Artists,The Unknown - Boxplot Remix,0.417,0.951,11,-3.167,1,0.0422,0.00257,0.0799,0.191,174.058,387801,4
1uKiI90VXJ4Si3etLeL5ex,Galacy,Can You Feel It,0.583,0.921,4,-4.3,0,0.0909,0.821,0.151,0.252,174.021,314823,4
7h6FTBOGm7swM8uNHXkid6,Galacy,Get Movin' (Break time),0.609,0.936,11,-4.177,0,0.112,0.697,0.338,0.0388,173.977,267786,4
5phiq0gDnBkj2eaZsQjSn0,Galacy,If Not Now - Bert H Remix,0.536,0.765,8,-7.641,0,0.0488,0.888,0.0926,0.0943,172.02,335099,4
127aqxxcgkB1g7txbpeD7y,Galacy,Sleep Walking,0.526,0.721,10,-4.949,0,0.0473,0.68,0.523,0.0391,174.013,272200,4
5WhcR8WcHVAjZJaZZVs5YA,Galacy,Waiting,0.635,0.937,10,-3.824,0,0.0607,0.895,0.668,0.102,174.997,340314,4
5FhxWRSRh4Fk00WMdGZwoD,Galacy,Lost In You,0.439,0.967,6,-4.132,1,0.0516,0.706,0.0449,0.0387,174.023,314683,4
6hnKYVMssf6IAWOyYlxlEY,Galacy,Timeless,0.658,0.733,6,-8.628,1,0.0573,0.879,0.0863,0.123,87.508,332566,4
5ecXyXG9tIRVLhjQ3DYRcg,Edlan,Go Back Home,0.518,0.767,9,-4.719,1,0.0359,2.13e-05,0.21,0.0398,86.937,275598,4
2X15ZkoO5lzbRJqEnRbGFc,Edlan,Moonlight,0.339,0.795,2,-5.389,1,0.034,0.2,0.0805,0.0354,86.917,282955,4
0SXbcnXmLb2H6bT8AOwjYv,Edlan,Meadows,0.502,0.881,1,-4.575,1,0.0426,0.892,0.112,0.0788,173.969,282434,4
0lJV9AjQcXyDyXJQd12RXY,Edlan,Middle Of Nowhere,0.629,0.894,6,-3.249,0,0.0593,0.828,0.0883,0.17,174.089,281583,4
2irSVna9N44sppaNz4s7uY,Galacy,Keep Falling,0.558,0.772,10,-5.039,0,0.0397,0.925,0.108,0.11,87.494,298069,4
46ylAZqueUkISvkvfxSFlt,Galacy,I Wonder,0.552,0.984,8,-3.07,1,0.0539,0.849,0.0651,0.148,174.041,358821,4
5N29ih9ybP41mcrBtpwWsE,Subformat,Penguin Calls,0.496,0.873,2,-3.544,0,0.0745,0.686,0.396,0.27,174.046,297809,4
7cKn6tx56jSN39mUooLlfc,Smooth,Creatures,0.381,0.946,2,-3.95,1,0.0427,0.000359,0.123,0.182,172.038,209506,4
1qrYuLnY0miRJIz7CvlJoY,Maduk,Coming Down,0.576,0.896,5,-3.747,0,0.0456,0.688,0.076,0.0582,173.941,272328,4
432QNdBXBTQhtuUhO3pjiT,Andromedik,Forever,0.179,0.8,10,-5.245,0,0.0562,0.304,0.118,0.0747,174.045,298131,4
19420zzjfPSzZMI88K6zKK,Feint,Defiant,0.408,0.933,0,-4.655,0,0.101,0.00181,0.393,0.435,173.976,249577,4
3mDtiNJbHaaAyiLtfC9wDx,Bert H,Safe At Last - Bert H Remix,0.561,0.783,6,-7.581,0,0.127,0.589,0.304,0.123,174.981,292371,4
6cVCeCH5CP6kr8N0ohXvx5,Blue Marble,The Style of Evermore - Blue Marble Remix,0.456,0.902,1,-3.116,0,0.0454,0.0967,0.108,0.144,174.047,215183,4
4bzXR2cgqfLaNJ4B41gRFR,Bert H,Intercept,0.649,0.704,8,-6.745,0,0.0447,0.896,0.11,0.135,87.001,292129,4
7BSjPM1NVq8kRB1HuziVvR,Andromedik,Colours,0.506,0.942,1,-4.289,1,0.082,0.0533,0.141,0.366,173.983,218131,4
3y1fEFFHFv79OYeCbzc774,Wilkinson,All For You,0.526,0.783,0,-3.681,0,0.0376,0,0.136,0.138,173.972,202692,4
7Hqhc4lII1Whwu9JCNeUF0,Delta Heavy,White Flag VIP,0.414,0.889,0,-2.147,0,0.0507,0.0191,0.112,0.14,174.042,271544,4
2rnDPE04mBt78lfmp9JNDP,Wilkinson,Take You Higher,0.483,0.966,5,-1.142,0,0.0501,0.012,0.417,0.442,173.991,287241,4
1WwWPHuh56iUnc9m9SvyXj,Telomic,Home,0.588,0.702,5,-4.583,0,0.0528,0.725,0.0767,0.182,174.024,242759,4
517IXMUAIX3VMpwqpbLQ7O,Telomic,Horizon (ft. Notelle),0.562,0.796,1,-4.866,0,0.0481,0.121,0.111,0.0817,173.995,269271,4
11ykyOH7FJWqreBGIu6pr1,T & Sugah,Say To Me,0.466,0.951,9,-4.217,0,0.0813,0.00624,0.115,0.164,174.096,226407,4
5sFlRkhDNJhJEKDzwbJOaS,T & Sugah,Back In Time,0.349,0.909,9,-4.149,0,0.0657,0.000152,0.151,0.265,173.9,267786,4
1b0ovdlPyYmSI1Ir5CAbB4,T & Sugah,In The Sun Again,0.427,0.919,0,-5.362,1,0.0649,0.00646,0.34,0.179,174.922,271743,4
0BUkaf5HBL1Pu5jfXTTDR0,T & Sugah,Say To Me - Instrumental,0.467,0.96,9,-4.931,0,0.0494,0.409,0.0797,0.0949,174.031,226407,4
1aG3avjuYpkhgCw6sOIbHe,T & Sugah,Back In Time - Instrumental,0.35,0.907,9,-4.583,0,0.0561,0.57,0.15,0.157,173.941,267786,4
2mGa3SrK2YSCjaaWyBwfi2,T & Sugah,In The Sun Again - Instrumental,0.425,0.901,0,-6.615,1,0.0485,0.327,0.342,0.155,175.017,271743,4
3rk9eJ4gckzQCe2vG2gkMW,Andromedik,Fly,0.543,0.931,3,-4.39,0,0.15,0.00131,0.0617,0.186,174.044,262269,4
34lJDVCt9bhVCZPA6n5I6y,Shapeshifter,Break Me Down,0.436,0.916,1,-3.103,1,0.0447,0.0048,0.175,0.236,174.025,309021,4
2traZ4QeR5kIacSNQKkQT4,Andromedik,Our Drive,0.522,0.867,5,-3.153,0,0.0336,0.00301,0.074,0.18,174.06,257872,4
6KVPjrVlzLOjb3WlplK9uU,Andromedik,Holding On,0.36,0.904,8,-4.409,0,0.072,0.00715,0.131,0.241,174.102,259510,4
6Zqh2E8r1HE4AQosziwa6y,Andromedik,Is It You,0.434,0.917,11,-4.522,0,0.0375,0.61,0.0803,0.115,173.995,297931,4
2EMYG8c4BtsW6pXzE6CoNW,Andromedik,Fly - Instrumental,0.549,0.917,6,-5.223,1,0.0716,0.677,0.0622,0.251,174.001,262269,4
6QCj0QQ3nRNZe6LUTP2sOw,Andromedik,Our Drive - Instrumental,0.506,0.888,5,-3.636,0,0.0371,0.909,0.0706,0.0657,174.019,257100,4
5N5ZowfY2Ko5QmcoOxsHDS,Andromedik,Holding On - Instrumental,0.41,0.899,8,-5.268,0,0.0412,0.905,0.131,0.215,174.095,259510,4
3H29vbgaQcxA2BhsRKylNV,Andromedik,Is It You - Instrumental,0.403,0.952,11,-5.465,0,0.0392,0.922,0.0764,0.128,173.995,299102,4
0blW8IbR5b6SHojx2wFH1D,Fox Stevenson,Glue Gun,0.462,0.931,6,-3.287,0,0.0803,0.243,0.0933,0.331,172.034,269431,4
7mWWFlq345YC5DKF4KFqfP,Fox Stevenson,Never Before,0.534,0.911,11,-1.861,1,0.0501,0.000145,0.141,0.403,175.025,200470,4
4Sm1efYg4E208KSLR3s2MV,Fox Stevenson,Glue Gun - Instrumental,0.477,0.897,6,-3.787,0,0.0586,0.864,0.109,0.289,172.106,269814,4
5IvXe0ggzVOPUWFMKwbbt2,Fox Stevenson,Never Before - Instrumental,0.461,0.911,11,-2.114,1,0.0549,0.898,0.122,0.207,175.0,198005,4
6kn4vk4SuJRaCTrlusSLCU,Madface,What It Looks Like,0.516,0.909,8,-3.797,1,0.0438,0.0403,0.0722,0.685,174.021,231924,4
71umWSaflM1u7QzGali6O4,Madface,Help Me (Ft. MVE),0.327,0.921,1,-3.877,1,0.0375,0.168,0.336,0.201,174.022,270545,4
3rmaNB6XPTzYgHsh0a1Klm,Madface,What it Looks Like - Instrumental,0.487,0.846,8,-3.997,1,0.0402,0.799,0.0439,0.645,174.005,231924,4
0lPYCEkFl6JFbrZ9hvOnYa,Madface,Help Me - Instrumental,0.316,0.915,1,-4.823,1,0.0394,0.787,0.301,0.108,173.918,273820,4
3f5jvG2VW6ejtKywnRUHwd,Cyantific,Wild Child,0.553,0.737,1,-8.681,0,0.0504,0.0647,0.251,0.309,174.001,232414,4
1heemNbaK6TASzaCzgbG64,Edlan,Whatever You Said,0.547,0.612,0,-7.428,0,0.0338,0.489,0.112,0.0982,86.991,203054,4
31ZCU4gQx6hUo0dsYJwDYZ,Matrix & Futurebound,Live Another Day,0.552,0.709,5,-8.08,0,0.0376,1.11e-05,0.142,0.393,139.988,213187,4
7jk39nc0yNVVlcAgDaU5ib,Nymfo,Crystal Clear,0.603,0.626,6,-5.955,1,0.114,0.17,0.152,0.0808,171.961,314302,4
4zGR5STPmZ3yYSv8qlWCjt,Liquicity,Remember,0.423,0.942,8,-3.353,0,0.0459,0.775,0.325,0.251,174.893,224938,4
2ShDglzF7zx2N0MYxBocOC,Liquicity,Something,0.436,0.957,11,-2.157,1,0.0744,0.0833,0.0746,0.0602,171.97,199535,4
4KmtG8oLmlpxH9bLEcOyNb,Liquicity,The Temple,0.305,0.943,4,-3.127,0,0.0407,0.0241,0.891,0.0784,86.886,328276,4
6cpYuCXUuOGXLdJyrITn1C,Liquicity,Twilight Zone,0.581,0.927,10,-3.567,0,0.0804,0.0582,0.119,0.216,174.002,282759,4
63nk2rwXEaunyygcP363Pj,Liquicity,Breathe,0.495,0.884,1,-4.112,0,0.0346,0.000578,0.106,0.171,174.043,232069,4
1ZbxcyBcUvkdCwBMLVnWhL,Liquicity,Your Eyes,0.494,0.874,7,-2.801,1,0.0504,0.00152,0.0886,0.221,174.027,259310,4
4balB4R4CuMhiOtXjNudwl,Liquicity,While We're Young,0.573,0.755,3,-5.549,1,0.0648,0.000317,0.441,0.154,171.952,274884,4
5ORzIm1gA9jaPVO8cPIpad,Liquicity,Moment In Time,0.573,0.921,10,-2.289,0,0.0486,0.568,0.119,0.176,174.028,297931,4
6QF3toFeRullSvkiF5Yoqr,Liquicity,All I Need,0.386,0.918,6,-3.214,0,0.0346,0.325,0.183,0.159,174.007,313598,4
4F5aJvt6C45JU7HMvsvjdT,Liquicity,Saving You,0.497,0.905,1,-3.934,0,0.0485,0.481,0.17,0.0989,174.004,316246,4
6MwJua8XybVQFYjGMri6oC,Polygon,One Day,0.425,0.966,8,-2.708,0,0.041,0.704,0.093,0.168,173.999,344828,4
6hxa6m7Z7J2yKDDoz90ecM,Polygon,Without Me,0.492,0.96,9,-1.981,1,0.0342,0.891,0.0964,0.0385,130.5,292759,3
7BlSqducEi1ftQQgbxBOJf,Polygon,One Day - Instrumental,0.466,0.947,4,-3.181,1,0.0414,0.898,0.0925,0.0922,174.031,344828,4
2XRVX8Gs5t3ofmMqyF9pqv,Feint,Learning To Cope - Original Mix,0.411,0.836,1,-13.27,1,0.0468,0.958,0.0855,0.275,172.019,260825,4
0AQAdESuhbfV2ldTpO2MYF,Netsky,Thunder (feat. Emeli Sandé),0.435,0.847,8,-3.875,0,0.0579,2.59e-05,0.0891,0.598,172.064,209040,4
5ls1DRERhBZhAxWbYsZ6vR,Aperio,Nostalgia,0.542,0.847,9,-3.026,0,0.0338,0.867,0.063,0.149,173.983,254152,4
1GmoVpJKQunmefUmxNKUwu,Aperio,Seasons Changing,0.546,0.805,8,-3.946,1,0.037,0.833,0.137,0.0767,87.509,294861,4
4ta0Ftqj8AOV44COrAkSyh,Flite,The Cure,0.55,0.892,6,-2.425,0,0.0696,0.0173,0.0983,0.448,173.96,229332,4
7MqfMzm7qThdESCqtzy3Bj,ALB,Into The Blue,0.592,0.954,7,-2.4,0,0.0511,0.0507,0.161,0.425,174.005,382686,4
3qeRBQKXfgcK0H95OlrwXs,T & Sugah,Walk Her Way,0.452,0.93,10,-2.936,0,0.0769,0.000123,0.249,0.304,174.143,217254,4
584M2V6GHD311JJEoBHISI,Phaction,Ever Present,0.514,0.73,6,-3.683,0,0.075,0.209,0.107,0.194,128.889,277674,3
730smp35ugPOdOXPTTfVrT,Vandera,Heart's Rhythm,0.584,0.773,6,-5.127,1,0.0397,0.0107,0.137,0.198,172.008,227442,4
5g2uVpzfU2RgVeZvUJWwnF,Phaction,Unified Theory,0.586,0.982,11,-3.587,1,0.194,0.0752,0.0886,0.806,174.067,299310,4
5FtFRfsD9zprVnMLDZDq0v,Hybrid Minds,Demons,0.417,0.906,9,-3.891,1,0.0459,0.0177,0.862,0.0376,173.997,300690,4
2m9oMX34OOMKxxkWhyRd1b,T & Sugah,Demons,0.366,0.933,8,-3.826,0,0.0982,0.00194,0.176,0.324,173.994,240733,4
