,rank,song,artist,genre,year,uri
726,22,Yellow,Coldplay,Alternative,2022.0,3AJwUDP919kvQ9QcozQPxg
727,23,Sign of the Times,Harry Styles,Pop,2022.0,5Ohxk2dO5COHF1krpoPigN
728,25,Confieso,Kany García,Pop in Spanish,2022.0,44kI7aJvJAYJkREVk0Rmei
729,26,Yonaguni,Bad Bunny,Latin Urban,2022.0,2JPLbjOn0wPCngEot2STUS
730,27,Blood Sweat & Tears,BTS,K-Pop,2022.0,2u54HNQamwFuOMLSuhSRom
731,29,Efecto,Bad Bunny,Latin,2022.0,5Eax0qFko2dh7Rl2lYs3bx
732,31,Siempre Pendientes,Peso Pluma & Luis R Conriquez,Regional Mexicano,2022.0,5PfFHceiEv61KldMOuVrv8
733,32,Ojos Marrones,Lasso,Pop in Spanish,2022.0,7gwT3HGL84vF7bgtwL1N88
734,33,JGL,La Adictiva & Luis R Conriquez,Regional Mexicano,2022.0,5kpxVMDvYGRmNqawPqDTYR
735,37,El Rescate,Grupo Marca Registrada & Junior H,Regional Mexicano,2022.0,4w273WCBXwM4P3jTX5HkB2
736,38,Sick of U (feat. Oliver Tree),BoyWithUke,Alternative,2022.0,5IXdkgrT4lb9sKIb8tbOQ3
737,39,No Es Que Te Extrañe,Christina Aguilera,Pop in Spanish,2022.0,4LhHpq9hWUNhhxQkrIpTXT
738,40,GATÚBELA,KAROL G & Maldy,Latin Urban,2022.0,1ga4PztXOIw1yBbdUt2X8v
739,41,Hold Me Closer (Joel Corry Remix),Elton John & Britney Spears,Dance,2022.0,5KbhvaeqKIB2bZcJMyfezl
740,42,Por Clave El 13,Betillo Guerrero,Latin,2022.0,5xwP3VbM3eBKOeFF3fwn6Z
741,43,Demons,Imagine Dragons,Alternative,2022.0,3LlAyCYU26dvFZBDUIMb7a
742,44,Fuiste Tú (feat. Gaby Moreno),Ricardo Arjona,Pop in Spanish,2022.0,29csiYMOfBmLmGwxmISrMy
743,46,In the End,LINKIN PARK,Hard Rock,2022.0,60a0Rd6pjrkxjPbaKzXjfq
744,47,Bohemian Rhapsody,Queen,Rock,2022.0,7tFiyTwD0nx5a1eklYtX2J
745,49,"Another Brick In the Wall, Pt. 2",Pink Floyd,Rock,2022.0,4gMgiXfqyzZLMhsksGmbQV
746,50,Every Breath You Take,The Police,Rock,2022.0,1JSTJqkT5qHq8MDJnJbRE1
747,51,Hasta Que Me Olvides,Luis Miguel,Latin,2022.0,6vPAmoERUMRoTZaCCSWQ12
748,52,To My Love (Tainy Remix),Bomba Estéreo,Pop in Spanish,2022.0,5LciLoxa1gK70yIUeoHgRx
749,53,The Scientist,Coldplay,Alternative,2022.0,75JFxkI2RXiU7L9VXzMkle
750,54,Amor a Primera Vista (feat. Horacio Palencia),"Los Ángeles Azules, Belinda & Lalo Ebratt",World,2022.0,28NiKpCktw3VIivapEaF2w
751,55,Take On Me,a-ha,Pop,2022.0,2WfaOiMkCvy7F5fcp2zZ8L
752,56,Creep,Radiohead,Alternative,2022.0,70LcF31zb1H0PyJoS1Sx1r
753,57,Why'd You Only Call Me When You're High?,Arctic Monkeys,Alternative,2022.0,086myS9r57YsLbJpU0TgK9
754,58,Du hast,Rammstein,Heavy Metal,2022.0,6uEvFCaOqXyEidoO8BZbyh
755,59,Creo en Mí,Natalia Jiménez,Pop in Spanish,2022.0,4fSar1liXyxCK3lOcWHUE1
756,60,More Than a Feeling,Boston,Rock,2022.0,1QEEqeFIZktqIpPI4jSVSF
757,61,Amiga mía,Alejandro Sanz,Pop,2022.0,6kQYMqjobmB8MkWwa9OUyA
758,62,Everybody Wants to Rule the World,Tears for Fears,Pop,2022.0,4RvWPyQ5RL0ao9LPZeSouE
759,63,Mon Amour (Remix),zzoilo & Aitana,Pop in Spanish,2022.0,5TMLavqGRKNxgzMBrVpC9R
760,64,Botella Tras Botella,Gera MX & Christian Nodal,Latin Urban,2022.0,2MnLkFqY9Rpg9s3Zv6ZJdK
761,65,Only Love Can Hurt Like This,Paloma Faith,Pop,2022.0,62ke5zFUJN6RvtXZgVH0F8
762,66,PROVENZA,KAROL G,Latin Urban,2022.0,7dSZ6zGTQx66c2GF91xCrb
763,67,Índigo,Camilo & Evaluna Montaner,Pop,2022.0,4knc1Fp3kbuq8bH2byOvLu
764,68,Te Felicito,Shakira & Rauw Alejandro,Pop in Spanish,2022.0,2rurDawMfoKP4uHyb2kJBt
765,69,Easy On Me,Adele,Pop,2022.0,0gplL1WMoJ6iYaPgMCL0gX
766,71,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,Pop,2022.0,27rdGxbavYJeBphck5MZAF
767,72,Ya Supérame (En Vivo),Grupo Firme,Latin,2022.0,6HIIuuUIEzH1meVdGbMXyf
768,73,Sonne,Rammstein,Heavy Metal,2022.0,4w3R0GZ2rScJMKlgPJzHRq
769,74,Please Don't Go,KC and The Sunshine Band,Dance,2022.0,6jg5SRvdGxvJ0DzNV0UqEK
770,75,Mucho Corazón,Luis Miguel,Pop in Spanish,2022.0,5C1HYHG6b1wk9MpC2UP9C6
771,76,CASE 143,Stray Kids,K-Pop,2022.0,3O8G8eVrhfXTGttyQ1xVuq
772,77,Desnuda,Ricardo Arjona,Pop in Spanish,2022.0,3wrBFPDRyIGyGXxGSc970M
773,78,Ya No Somos Ni Seremos,Christian Nodal,Regional Mexicano,2022.0,0UXlu64mDLvfzR8IXMz06J
774,79,XT4S1S,Danna Paola,Pop in Spanish,2022.0,7dMTCS9BLzBqYTlAuHP8TM
775,80,BIZCOCHITO,ROSALÍA,Pop in Spanish,2022.0,4kXxEhuatrvwrTQycA7s9B
776,81,Se Me Olvidó,Christian Nodal,Regional Mexicano,2022.0,6tqRFIA5XTLzvI6IXkBTzq
777,83,No Se Va,Morat,Pop,2022.0,5JhUm1v5AbI5Yu6jLKCPRO
778,85,Como Tú y Yo,Chayanne,Pop in Spanish,2022.0,5epkD1MXbSjJTvQexDE3Q9
779,86,¿A Dónde Vamos A Parar?,Marco Antonio Solís,Regional Mexicano,2022.0,1Agu4u8a8Qm28zq5JtwaVv
780,87,Moscow Mule,Bad Bunny,Latin,2022.0,6Xom58OOXk2SoU711L2IXO
781,89,Se Fue La Pantera (En Vivo),Grupo Firme & Grupo Recluta,Latin,2022.0,6Yard5LK4aXEn0kBKtHSob
782,90,Junio,Maluma,Latin Urban,2022.0,4XqXNU8MwPHwbgZmNXmAdc
783,91,Glimpse of Us,Joji,Pop,2022.0,6xGruZOHLs39ZbVccQTuPZ
784,92,Hablando Claro (En Vivo),Grupo Firme & Grupo Recluta,Latin,2022.0,5hRFjooNvZWb9gdnXjrv2j
785,93,Vámonos a Marte,Kevin Kaarl,Folk,2022.0,2TzkIzgzIHhewMxyh1u4hh
786,94,La Siguiente,Kany García & Christian Nodal,Pop in Spanish,2022.0,4joPCNKibsoabhpuHPofqG
787,95,El Belicon,Peso Pluma & Raul Vega,Regional Mexicano,2022.0,15UfWisTMmHsMjkUUEAoAa
788,97,Desesperados,Rauw Alejandro & Chencho Corleone,Latin Urban,2022.0,6mmPpaltUZK7xjNlBPQQ0p
789,98,El Viaje,Conchita,Pop,2022.0,5a8BD719zyuFnj4b0vDh6o
790,99,Una Noche en Medellín,Cris Mj,Latin,2022.0,1O2pcBJGej0pmH2Y9XZMs6
791,100,No Es por Acá,Carin Leon,Latin,2022.0,3bvJftZKZe5QKz433NczyV
792,1,Diamant,Mart Hoogkamer,Pop,2022.0,0JDrG1g5HXbfgGtRKT0ofH
793,2,Ik Ben Zat en Wie Ben Jij,Helemaal Hollands,Pop,2022.0,7tkiMwPMThLUIoQh2PX9v9
794,3,Zigge Zagge,René Le Blanc,Pop,2022.0,1sSJf6IpRfDCBKJj67s57n
795,4,Toch Ging Het Fout,Henk Bernard,Pop,2022.0,71zjn4RDSWMOeTHciuNwXO
796,5,Grijs,Jaap Reesema & Beste Zangers,Pop,2022.0,64hayhfzodjwBrQcZ69SVp
797,6,We Dansen Op De Mambo,Django Wagner,Pop,2022.0,3guMKFst9U0pYgBClN4nGK
798,7,Schatje Wacht,Gino Graus,Pop,2022.0,0G9K4OJPAKhqlWaWtR5izU
799,8,Gina,Robert Pater,Pop,2022.0,1VLtjHwRWOVJiE5Py7JxoQ
800,9,Jij Bent De Zon (feat. JOP),Havenzangers,Pop,2022.0,3rreFxgLWuRE7z8k3qJxaw
801,12,Was! (feat. Kinoh & TAVV),"Sleazy Stereo, Afro Bros & Poke",Hip Hop/Rap,2022.0,3W12ULRIjyFqdInBnguvwN
802,13,Ga Dan (Remix),Wesley Klein,Pop,2022.0,4KBEvjhZs2POblkANNkEpe
803,14,Zigeunerjongen,Jeroen Van Zelst,Pop,2022.0,0711ctAstihbDOOPFNeu0Y
804,15,Multicolor,Son Mieux,Pop,2022.0,2ExdbieQffMXpY7ygN2YN9
805,17,Ik Kan Je Niet Vergeten,Pascal Redeker,Pop,2022.0,5doPoox34sQA8sS4ESod84
806,18,Adrenaline,"Kris Kross Amsterdam, Ronnie Flex & Zoë Tauran",Pop,2022.0,5iaTwwgtEyJ7cy6lLTlGBb
807,19,Laat Ons Samen Proosten,Marco de Hollander,Pop,2022.0,0Cxcpxw8H5ivxI10BbFuHd
808,20,Het Leven Is Een Kermis,Marco Kanters,Pop,2022.0,6XGhqvWYEqoSNRdVJt47FW
809,23,Gi-Ga-Groen,Kinderen Voor Kinderen,Pop,2022.0,5qHgkualSydbFiJHwKnD1Z
810,24,Peru,Fireboy DML & Ed Sheeran,Pop,2022.0,3s1KwrLP0NlFWiWbjz6bfQ
811,25,Je Denkt Alleen Maar Aan Jezelf,Jeffrey Heesen & Brace,Pop,2022.0,60d926i3i0R7mIw3mkHcPI
812,26,Perfume,Sophia,Singer/Songwriter,2022.0,1kvkYrjZh561EJwERr8EsK
813,29,Eén Groot Feest,KidsPop,Children's Music,2022.0,6PeCGxBVGvKhbcqhYQWrsW
814,30,Ons Moeder Zeej Nog,Jan Biggel,World,2022.0,7K26jwuBYEodBYQCg4OymD
815,32,Automatisch,FLEMMING,Singer/Songwriter,2022.0,2WeAyT93f7IzrwXm3ZJMb2
816,34,Love Myself,RONDÉ,Pop,2022.0,36phXHOKx8rO7CMp2vNX4x
817,35,Klop Klop,Antoon,Pop,2022.0,4XCRUGIvXLXEtBIlQBdv4H
818,39,Les feuilles mortes,Yves Montand,French Pop,2022.0,4yKTDPH6iRBHmA44AipmIk
819,40,Bright Eyes,RONDÉ,Pop,2022.0,0eBryM7ePQH3Klt3jz8xZd
820,41,Alle Kamers,Monique Smit,Pop,2022.0,47y3TQMgzKWeE7MVgNU3RF
821,43,Bitter Sweet Symphony,The Verve,Pop,2022.0,57iDDD9N9tTWe75x6qhStw
822,45,Blinding Lights,The Weeknd,R&B/Soul,2022.0,0VjIjW4GlUZAMYd2vXMi3b
823,46,Do It To It (feat. Cherish),Acraze,Dance,2022.0,2XKsHHNCtKqk9cF35TRFyC
824,47,Amsterdam,FLEMMING,Pop,2022.0,7iQmjnDXYngWGsbjVnDc1U
825,48,Viva Cerveza,Ferry De Lits,Pop,2022.0,50HzpHWXdWC9IyNSI1ss7H
826,49,Door De Wind,Miss Montreal,Pop,2022.0,3h7NZT1CATbn4GqUs51vwf
827,50,New Tattoo,Brian Dunne,Pop,2022.0,6cXxbf1eyxNDkjbGEawVFV
828,52,Leave Before You Love Me,Marshmello & Jonas Brothers,Pop,2022.0,4qu63nuBpdn0qHUHuObEj1
829,53,"UHUH (feat. Ronnie Flex, Yssi SB & Lil Kleine)",$hirak,Hip Hop/Rap,2022.0,6tDA5289CCJ4S4wiZPMLuN
830,54,"Girl, You'll Be a Woman Soon",Urge Overkill,Alternative,2022.0,1BmVQ5RGqqtF5cnsv6cQYu
831,55,You Are the Reason (Duet Version),Calum Scott & Leona Lewis,Pop,2022.0,1x3W8RZxW94lrVGhP95qA6
832,57,90s Kid,DI-RECT,Pop/Rock,2022.0,34evGV6SaoRLHTcXXUVOpb
833,58,Zonder Jou,Danny Froger,Pop,2022.0,1FXVCIeCN0Jdud2rbbRBZK
834,63,Best Damn Day,The Jordan,Pop,2022.0,0MgfP0e6VkyQXSvjfNZ7bM
835,64,Turk Uit De Kroeg,Ammar,Pop,2022.0,37oajE6ezfuQ1tjyWlF0UW
836,65,Yeah the Girls (feat. MERYLL),FISHER,Dance,2022.0,2ST4u9GusI2ddDfuMvXA5l
837,66,Spreekuur,Waylon,Pop,2022.0,15TWZSOXHTap3bvdworzKw
838,68,Calaverada,Gipsy Kings,Pop in Spanish,2022.0,5hKQyn7QNTYrmlovFjR9RA
839,69,1 - 2 - 3 - 4 (Sumpin' New),Coolio,Hip Hop/Rap,2022.0,2wPjoNKQAfEdgEYrPIBwAD
840,70,El Verde de Tus Ojos,Kiko Rodriguez,Latin,2022.0,1Nl4EXAxSulKlbiro793i4
841,71,What the Buck,John Schneider,Country,2022.0,6zj77KryMM8J04Nm7ZfqZx
842,72,Canzone della strada,Quadro Nuevo,World,2022.0,6qYPnXvHkdCmuX43zPAJeU
843,73,Home Loving Man,Tony Christie,Pop,2022.0,1HNkqx9Ahdgi1Ixy2xkKkL
844,74,Ave Maria No Morro,The Cats,Holiday,2022.0,2js8y9eYf3pe4Otk24Yr57
845,75,Easy Living (Remastered),Cannonball Adderley Quintet,Jazz,2022.0,5yiImOvhyoK3QXUHVWcUUl
846,76,I Can't Get Started (Instrumental),Cannonball Adderley,Jazz,2022.0,5OJw2p5rD4DwtGOCC438De
847,77,Cape Finisterre,John Whelan,World,2022.0,3Fvf6TNSqPIlYqbYw2Z5TM
848,78,The One,Santi & Tuğçe,Dance,2022.0,6hkOqJ5mE093AQf2lbZnsG
849,79,Sultana,Quadro Nuevo,Jazz,2022.0,72XCIYkEtLwUYU911iGduu
850,80,Face to Face (feat. Stevie Nicks),"Dave Stewart, Борис Гребенщиков & Сергей Бабкин",Singer/Songwriter,2022.0,6kh0T7j0qbg727e37GSrE9
851,81,Insanity (feat. Tone Stith),Samaria,R&B/Soul,2022.0,5Pm7c0omSn7WEezUtIqnK4
852,82,Temptations,Samaria,R&B/Soul,2022.0,1PU3Hy2uNXmWGDe9gh4Ukb
853,83,Shady Hills,Samaria,R&B/Soul,2022.0,7D77gQ7oEOUks2pHwGad7M
854,84,Still Got 4ever,Samaria,R&B/Soul,2022.0,0lT3BPJaW1LFCUjpxNHIaq
855,85,Can't Fix This,Samaria,R&B/Soul,2022.0,1gw9u9SPEw3oaev93biAk8
856,86,Top G (Andrew Tate),Krillz,Hip Hop/Rap,2022.0,4bW0NCwOHQLHM0VOCpUx5V
857,87,Nou Mechan,ylou,Classical,2022.0,6MFgOxZ9k0fWYm2GqLeyR8
858,88,Autumn Woods,June Westfield,New Age,2022.0,3ns7vWYTBkz8rOuHztAXKm
859,89,Juckt mich nicht,Paula Douglas,Rap,2022.0,71o1odf8xAVVg0b43qnFMT
860,90,Aquaplane,Tom Staar & Kryder,Dance,2022.0,1eSKEsqlhHW6FPtncLbeTh
861,91,Lighthouse (Leossa Remix),Le Youth & RBBTS,Dance,2022.0,340sts0LdA6jMC8qrGotAh
862,92,Home (feat. Kymza & The 046),VTA,Hip Hop/Rap,2022.0,0btxAu7IR3J3ZzpgifbLiY
863,93,Take It Back (feat. Armen Paul),Michael Canitrot & Armen Paul,Electronic,2022.0,5g58pHmcfpTAkX2qS9XIv9
864,94,East Side,Jaish & Jack Marlow,Hip Hop/Rap,2022.0,0wGrTrI43CKmfzbFNNhftb
865,95,Deem Theater (Extended Mix),Rodrigo Deem,Trance,2022.0,0zpoUCwjAGhbYw7kimd11V
866,96,Roll On,Pretty Uglys,Rock,2022.0,0nJUwtG9LRCrcmT4pVXUiy
867,97,Calling (feat. Tom Bailey) [Extended Mix],ALPHA 9 & Scorz,Trance,2022.0,4ajFhKrMK1WZ0PQ15HyjAN
868,98,Prince Charming (feat. House of Shem),Bradamon Band,Reggae,2022.0,1XyVeA9NBC6Y7FT41yfjIT
869,99,Holding On (Extended Mix),Axis & Bertie Scott,Trance,2022.0,6ZQ5yREp7TjPuE6ZRYmo3W
870,100,Don’t Give Up On Me,Crooked Colours,Electronic,2022.0,4ovQnG03lrudyY3IiZYiY2
871,1,BlimE! - Den Ene,Selma Ibrahim,Children's Music,2022.0,5PTYydUwfxM8Q7KuqjmPxu
872,3,Kjøpe Hele Sverige,Soppgirobygget,Dance,2022.0,50JIJWXNfJYU2clG8oMoeF
873,5,2 Die 4,Tove Lo,Pop,2022.0,3QK2bbLCTGoFXFt64e5TBY
874,7,Dance Forever,Iseo & Dodosound,Pop,2022.0,3dryLzQenLC9rTDpdsq7j0
875,8,Sediment,Bobo Stenson Trio,Pop,2022.0,6TSVeVQ3CN91lt6zNNC960
876,9,Les Métamorphoses Du Vide,Chapelier Fou,Alternative,2022.0,7EZmTPGzFNqOl0YzFRt1xy
877,10,Somnium,Congi,Electronic,2022.0,13o8mCXKQvMhuuNErL4JZ2
878,11,I Am a Robot,Pupajim,Electronic,2022.0,6ke5X3zNM6XX71s2HuOjhI
879,13,Perfect Love,Tom Westy & Mila Falls,Dance,2022.0,5iag0U1zHcmy5IKPb7BEGz
880,14,Suha,Sigrun Loe Sparboe,Pop,2022.0,2TfSHkHiFO4gRztVIkggkE
881,15,Tougher Than the Rest,Bruce Springsteen,Rock,2022.0,7i0VrdLCDhvgWXfcT6EQJG
882,16,Jeg glemmer deg aldri (fra Rådebank),Emma Steinbakken,Pop,2022.0,3gXFXCTIFsnoP5wDBdZtf0
883,17,Dancing with a Stranger,Sam Smith & Normani,Pop,2022.0,6Qs4SXO9dwPj5GKvVOv8Ki
884,19,It Was Love,Maria Mena,Pop,2022.0,3Qqsr0Xu0Ts6AaC1XqMFC8
885,21,menn som meg,Ramon,Pop,2022.0,2wltzM6xElc7E6Ryn6Tqbo
886,23,The Most,Miley Cyrus,Pop,2022.0,542C7PqR1oEfl63hlhQO4V
887,24,Jeg Går I Tusen Tanker,Rita Engebretsen,Alternative Folk,2022.0,6y0bbhIdYULpa3JSU08EFg
888,26,Call of the Void,Devin Townsend,Rock,2022.0,42TPfiAllAzxUy0mVGYRZo
889,27,Dashstar* (VIP),Knock2,Dance,2022.0,0zXiTthYKCfvfwixJdn92o
890,28,Don't Kill My Vibe,Franz Schröder,Easy Listening,2022.0,6vB8QDhABiypQcVNpEOuQV
891,29,Fly,Karoline Amb,Singer/Songwriter,2022.0,3uPfVXcjnpOjyzI3jb3js4
892,30,A Whiter Shade of Pale,Lachy Doley,Rock,2022.0,78ZqE2tjAxbqEGGlvGnQfT
893,31,Every Step,D.O.D,House,2022.0,7me5d5XmtCCfbDk3SsyXqM
894,32,HOYO HOYO,Selma Uamusse,Pop,2022.0,6A1qPXGQL6aXELiYEM4Fp3
895,33,Bella ciao,Cantalia,World,2022.0,3lWzVNe1yFZlkeBBzUuZYu
896,34,Im Gone,Jay Sean,Contemporary R&B,2022.0,1632iucJ0H2wpzj0byUQau
897,35,Nightshow,Wildside,Rock,2022.0,44ZlWjqPPql3HM4eFxuceN
898,36,Cockeye's Song - Once Upon a Time In America,The Big Screen Orchestra,Soundtrack,2022.0,1iqyvAGa74QgMuY4RDZpcF
899,37,Glow,Madcon,Pop,2022.0,5n0abEPD52UfSS1g8FnnJs
900,38,Ambitions,Donkeyboy,Pop,2022.0,6zrzdLJPmsnBEVYid4Zgqs
901,40,Some Die Young,Laleh,Pop,2022.0,65Ve3XLglW5xSYVFnnm5mI
902,46,The Fox (What Does the Fox Say?),Ylvis,Pop,2022.0,5HOpkTTVcmZHnthgyxrIL8
903,48,Home for Christmas,Maria Mena,Holiday,2022.0,402feBs7txDWGN8YrTBAtu
904,49,Æ Vil Bare Dans,Sirkus Eliassen & Ben Kinx,Pop,2022.0,36umbTnx3gZVnl4GUFJp3v
906,52,Godmorgen Norge,Vinni,Pop,2022.0,3Y3zoOmMiFo59dXHZvG00B
908,56,Lonesome Traveller,Paperboys,Hip Hop/Rap,2022.0,4M7cn0WcYCBITtPzjaO3xr
909,57,Møkkamann,Plumbo,Rock,2022.0,6hjf0LzcBmqD173bRnm7VB
910,59,Freaky Like Me (feat. Ameerah),Madcon,Pop,2022.0,2HTOylikEJE1zd2jCt0z3D
911,60,Snakke Litt,Admiral P,Modern Dancehall,2022.0,4YZ4KnqzYUgy5lKjT7rcpg
912,61,Sometimes,Donkeyboy,Pop,2022.0,3i6sCTU7ENlnHpHvrHUitW
913,62,Sommerfuggel I Vinterland,Vinni,Pop,2022.0,6TYTKJKCLhMely2cdBRorF
914,63,Am I Wrong,Nico & Vinz,Pop,2022.0,1fidCEsYlaVE3pHwKCvpFZ
915,64,Den Finast Eg Veit,Hellbillies,Rock,2022.0,3NQDZSM47zCMao3GFkcqaV
916,67,Flytta På Dej,Alina Devecerski,Pop,2022.0,3JO3ywp8UufIiKkszm7DkE
917,68,The Story,Brandi Carlile,Rock,2022.0,5GVPVxgdgTKJFxSxLVIw1A
918,71,Etter Regnet (featuring Martin Diesen),Erik og Kriss,Hip Hop/Rap,2022.0,0D4BrT1XkauoXF8R2dFg1A
919,72,Satellite (Bonus),Lena,Pop,2022.0,1t1sNWiUJoIZHtL11q1CwL
920,73,When Love Takes Over (feat. Kelly Rowland),David Guetta,House,2022.0,77FULy278MulVvGWS8BfK7
921,74,Yes Man,Bjørn Johan Muri,Pop,2022.0,0SaGCx4UGOp7HoBlClkHqt
922,75,Halo,Beyoncé,Pop,2022.0,4JehYebiI9JE8sR8MisGVb
923,77,Firestone (feat. Conrad Sewell),Kygo,Dance,2022.0,67D8ytF4BCP8hiPdXykYWh
924,78,Try,P!nk,Pop,2022.0,6mDokQBBmkDhu7uDEFhyQ7
925,82,Fathers Eyes,Ask Embla,Pop,2022.0,39dCwla9fnPt3RQHjwPQ5s
926,83,Stole the Show (feat. Parson James),Kygo,Dance,2022.0,4YsIhDNpTwwgucD5jQdil4
927,84,Prisoner of the Road,Sivert Høyem,Rock,2022.0,0m8RkDsjuIuTDZ8AfIxAc8
928,85,I'm Yours,Jason Mraz,Pop,2022.0,1EzrEOXmMH3G43AXT1y7pA
929,86,Starships,Nicki Minaj,Hip Hop/Rap,2022.0,1oHNvJVbFkexQc0BpQp7Y4
930,87,City Boy,Donkeyboy,Pop,2022.0,4HArHoORbKn0ioYA6cDRhz
931,89,Scared Of Heights,Espen Lind,Pop,2022.0,1uUAwSRuHYQHUmwgq0nBc7
932,90,Lost,Erlend Bratland,Pop,2022.0,3GZD6HmiNUhxXYf8Gch723
933,92,Måndagsbarn,Veronica Maggio,Pop,2022.0,4MXHBiKcdqHBJ4PeHQJBHO
934,93,Chandelier,Sia,Pop,2022.0,2s1sdSqGcKxpPr5lCl7jAV
935,95,She Wolf (Falling to Pieces) [feat. Sia],David Guetta,Dance,2022.0,1HfPcQ3c2HyGeID3u1lmCa
936,5,Angel Baby,Troye Sivan,Pop,2022.0,2m6Ko3CY1qXNNja8AlugNc
937,6,Dati-Dati,Sarah Geronimo,Pop,2022.0,3b1P0s0bbeJhV5ZM5uv2oP
938,7,Intro (Back to Basics),Christina Aguilera,Pop,2022.0,6wPphvA8MXj6dEVosRCbci
939,8,Permission to Dance,BTS,K-Pop,2022.0,3XYRV7ZSHqIRDG87DKTtry
940,9,Style,Taylor Swift,Pop,2022.0,4lIxdJw6W3Fg4vUIYCB0S5
941,10,Boy With Luv (feat. Halsey),BTS,K-Pop,2022.0,4a9tbd947vo9K8Vti9JwcI
942,13,Shut Down,BLACKPINK,K-Pop,2022.0,0ARKW62l9uWIDYMZTUmJHF
943,15,Duyan,Sarah Geronimo,Pop,2022.0,6jcaMepbIb6feaW1huiScm
944,18,MOON (feat. Flow G),Nik Makino,Hip Hop/Rap,2022.0,6lqdFtwnhyHfehbNbQ6pGG
945,20,Hype Boy,NewJeans,K-Pop,2022.0,0a4MMyCrzT0En247IhqZbD
946,21,I Really Want to Stay At Your House,Rosa Walton & Hallie Coggins,Soundtrack,2022.0,7mykoq6R3BArsSpNDjFQTm
948,24,Maar Sutteya,Gajendra Verma & Flipsyde,Indian Pop,2022.0,1UJ662nT0iKYLbd45nn7OL
949,25,Dj Amazing (Rex Orange County),AL Tanipu,Breakbeat,2022.0,4Ki6K5wT7udFsuNEtFRtP6
950,27,Tujha Number De Na Mala,Harshavardhan Wavre & Megha Musale,Regional Indian,2022.0,1b97B7UqKLxCwUwgQR0fVi
951,28,"Lovable (From ""Timepass 3"")","Amitraj, Aarya Ambekar & Harshavardhan Wavre",Soundtrack,2022.0,4s2pFPN0gFYS9Z509p4pA6
952,29,Christmas Coupon,Meghan Trainor,Holiday,2022.0,2MIismV15maA5SGddbYxiM
953,30,Pirates Of Caribean (Cover),Jhonatan Pereira Flautista,Soundtrack,2022.0,02X9ZiLup69c9Tfz2O655x
954,31,Teenage Kicks,Nouvelle Vague,Bossa Nova,2022.0,7ATyLePQnHxFk5kzxWCcsh
955,32,Don’t Stop Get It (feat. Bok Nero),Bear Grillz,Dance,2022.0,0lW7jQIOTCRzvlVAhkk1yC
956,33,Homeland,Celtic Woman,World,2022.0,0N9v7WX0IZ1EcAthicd0JN
957,34,Homo,Hallelujah!,Rock,2022.0,3veRJWPs8MHyh7EY2ediY1
958,35,Hmmm,Hott Headzz,Rap,2022.0,7bEKga8eFygrhFWB5KTl3A
959,36,Dynamite (Slow Jam Remix),BTS,K-Pop,2022.0,3adJ5vW78N4lpm4DzbCt6d
960,37,Butter (Sweeter Remix),BTS,K-Pop,2022.0,4RCf2OBsZfbMeGNXY872aE
961,41,Closer (feat. Halsey),The Chainsmokers,Dance,2022.0,7BKLCZ1jbUBVqRi2FVlTVw
962,42,See You Again (feat. Charlie Puth),Wiz Khalifa,Hip Hop/Rap,2022.0,2JzZzZUQj3Qff7wapcbKjc
963,43,Treasure,Bruno Mars,Pop,2022.0,55h7vJchibLdUkxdlX3fK7
964,45,Blank Space,Taylor Swift,Pop,2022.0,1p80LdxRV74UKvL8gnD7ky
965,46,Versace On The Floor,Bruno Mars,Pop,2022.0,0kN8xEmgMW9mh7UmDYHlJP
966,47,My Universe,Coldplay X BTS,Pop,2022.0,3FeVmId7tL5YN8B7R3imoM
967,50,Let It Go,Idina Menzel,Soundtrack,2022.0,13HVjjWUZFaWilh2QUJKsP
968,51,Shake It Off,Taylor Swift,Pop,2022.0,5xTtaWoae3wi06K5WfVUUH
969,53,Clarity (feat. Foxes),Zedd,Dance,2022.0,4jIQ0wouzKHbi1fYHORIN0
970,54,Tadhana,Up Dharma Down,Alternative,2022.0,6FIEuf1JIzmCtach0gXpeG
971,55,When I Was Your Man,Bruno Mars,Pop,2022.0,0nJW01T7XtvILxQgC5J7Wh
972,56,One Call Away,Charlie Puth,Pop,2022.0,7soJgKhQTO8hLP2JPRkL5O
973,60,Payphone (feat. Wiz Khalifa),Maroon 5,Pop,2022.0,6eoMZDqNYIv8fhLJYepdz1
974,61,The Man Who Can't Be Moved,The Script,Pop,2022.0,3nqqDo8CcCLke3ZoTgiOKf
975,63,Uptown Funk (feat. Bruno Mars),Mark Ronson,Pop,2022.0,32OlwWuMpZ6b0aN2RZOeMS
976,64,Titanium (feat. Sia),David Guetta,Dance,2022.0,0lHAMNU8RGiIObScrsRgmP
977,66,All About That Bass,Meghan Trainor,Pop,2022.0,5jE48hhRu8E6zBDPRSkEq7
978,67,Break Free (feat. Zedd),Ariana Grande,Pop,2022.0,1AKT3bJ8YNO2QIE6sORpOi
979,68,Flashlight,Jessie J,Pop,2022.0,6SkoBaMd0lzoQjID5aV2d9
980,69,Roses (feat. ROZES),The Chainsmokers,Dance,2022.0,3FWPoYBDserKdzcattMFGa
981,72,I Won't Give Up,Jason Mraz,Pop,2022.0,53QF56cjZA9RTuuMZDrSA6
982,73,Gentleman,PSY,Pop,2022.0,26spalP6x2gUAab8rwB8dQ
